onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.517665	2	cue_nonsocial	n/a	16	n/a	n/a
4.517665	2	cue_nonsocial_low	n/a	16	n/a	n/a
6.524508	1.698485	dec_nonsocial_low	1.698485	16	n/a	2
6.524508	1.698485	dec_nonsocial_low_reject	1.698485	16	reject	2
11.351139	2	cue_nonsocial	n/a	32	n/a	n/a
11.351139	2	cue_nonsocial_high	n/a	32	n/a	n/a
13.357100	3.7669463	missed_trial	n/a	32	n/a	n/a
18.276075	2	cue_social	n/a	16	n/a	n/a
18.276075	2	cue_social_low	n/a	16	n/a	n/a
20.207455	1.416258	dec_social_low	1.416258	16	n/a	8
20.207455	1.416258	dec_social_low_accept	1.416258	16	accept	8
25.037283	2	cue_nonsocial	n/a	16	n/a	n/a
25.037283	2	cue_nonsocial_low	n/a	16	n/a	n/a
27.039852	2.800158	dec_nonsocial_low	2.800158	16	n/a	4
27.039852	2.800158	dec_nonsocial_low_accept	2.800158	16	accept	4
31.868292	2	cue_nonsocial	n/a	32	n/a	n/a
31.868292	2	cue_nonsocial_high	n/a	32	n/a	n/a
33.873447	1.716522	dec_nonsocial_high	1.716522	32	n/a	8
33.873447	1.716522	dec_nonsocial_high_accept	1.716522	32	accept	8
38.701694	2	cue_nonsocial	n/a	16	n/a	n/a
38.701694	2	cue_nonsocial_low	n/a	16	n/a	n/a
40.707226	1.033378	dec_nonsocial_low	1.033378	16	n/a	8
40.707226	1.033378	dec_nonsocial_low_accept	1.033378	16	accept	8
48.024807	2	cue_social	n/a	32	n/a	n/a
48.024807	2	cue_social_high	n/a	32	n/a	n/a
49.974953	3.7669463	missed_trial	n/a	32	n/a	n/a
55.634743	2	cue_nonsocial	n/a	16	n/a	n/a
55.634743	2	cue_nonsocial_low	n/a	16	n/a	n/a
57.640102	3.7669463	missed_trial	n/a	16	n/a	n/a
62.529552	2	cue_social	n/a	16	n/a	n/a
62.529552	2	cue_social_low	n/a	16	n/a	n/a
64.474915	3.7669463	missed_trial	n/a	16	n/a	n/a
70.135510	2	cue_nonsocial	n/a	32	n/a	n/a
70.135510	2	cue_nonsocial_high	n/a	32	n/a	n/a
72.140910	2.649895	dec_nonsocial_high	2.649895	32	n/a	3
72.140910	2.649895	dec_nonsocial_high_reject	2.649895	32	reject	3
79.385180	2	cue_nonsocial	n/a	32	n/a	n/a
79.385180	2	cue_nonsocial_high	n/a	32	n/a	n/a
