sub_id,trust_valid_runs
sub-10317,none
sub-10369,none
sub-10402,none
sub-10418,none
sub-10462,none
sub-10478,none
sub-10486,none
sub-10529,none
sub-10541,none
sub-10559,none
sub-10572,none
sub-10581,none
sub-10584,none
sub-10585,none
sub-10589,none
sub-10590,none
sub-10596,none
sub-10603,none
sub-10606,none
sub-10608,none
sub-10617,none
sub-10636,none
sub-10638,none
sub-10640,none
sub-10641,none
sub-10642,none
sub-10644,none
sub-10647,none
sub-10649,none
sub-10652,none
sub-10656,none
sub-10657,none
sub-10661,none
sub-10663,none
sub-10668,none
sub-10673,none
sub-10674,none
sub-10677,none
sub-10685,none
sub-10690,none
sub-10691,none
sub-10700,none
sub-10701,none
sub-10713,none
sub-10716,none
sub-10718,none
sub-10720,none
sub-10723,none
sub-10741,none
sub-10748,none
sub-10767,none
sub-10770,none
sub-10777,none
sub-10781,none
sub-10783,none
sub-10785,none
sub-10794,none
sub-10800,none
sub-10801,none
sub-10802,none
sub-10803,none
sub-10804,none
sub-10806,none
sub-10807,none
sub-10809,none
sub-10810,none
sub-10812,none
sub-10817,none
sub-10827,none
sub-10831,none
sub-10834,none
sub-10836,none
sub-10838,none
sub-10843,none
sub-10850,none
sub-10854,none
sub-10857,none
sub-10858,none
sub-10860,none
sub-10862,none
sub-10863,none
sub-10866,none
sub-10875,none
sub-10881,none
sub-10886,none
sub-10887,none
sub-10896,none
sub-10897,none
sub-10898,none
sub-10908,none
sub-10918,none
sub-10919,none
sub-10924,none
sub-10926,none
sub-10928,none
sub-10929,none
sub-10930,none
sub-10938,none
sub-10940,none
sub-10950,none
sub-10952,none
sub-10953,none
sub-10954,none
sub-10956,none
sub-10958,none
sub-10961,none
sub-10964,none
sub-10966,none
sub-10969,none
sub-10974,none
sub-10977,none
sub-10983,none
sub-10984,none
sub-10998,none
sub-11005,none
sub-11007,none
sub-11012,none
sub-11016,none
sub-11021,none
sub-11030,none
sub-11031,none
sub-11036,none
sub-11039,none
sub-11042,none
sub-11053,none
sub-11058,none
sub-11060,none
sub-11063,none
sub-11064,none
sub-11065,none
sub-11066,none
sub-11068,none
sub-11071,none
sub-11072,none
sub-11074,none
sub-11075,none
sub-11076,none
sub-11078,none
sub-11083,none
sub-11084,none
sub-11090,none
sub-11113,none
sub-11116,none
sub-11120,none
sub-11126,none
sub-11128,none
sub-11134,none
sub-11139,none
sub-11164,none
sub-11167,none
sub-11168,none
sub-11177,none
sub-11192,none
sub-11193,none
sub-11201,none
sub-11209,none
sub-11227,none
sub-11238,none
sub-11246,none
sub-11276,none
sub-11286,none
sub-11301,none
sub-11311,none
sub-11312,none
sub-11316,none
sub-11318,none
sub-11321,none
sub-11325,none
sub-11326,none
sub-11329,none
sub-11330,none
sub-11337,none
sub-11338,none
sub-11340,none
sub-11345,none
sub-11348,none
sub-11358,none
sub-11364,none
sub-11367,none
sub-11374,none
sub-11376,none
sub-11377,none
sub-11387,none
sub-11410,none
sub-11416,none
sub-11426,none
sub-11430,none
sub-11432,none
sub-11433,none
sub-11435,none
sub-11439,none
sub-11440,none
sub-11443,none
sub-11450,none
sub-11451,none
sub-11461,none
sub-11462,none
sub-11472,none
sub-11492,none
sub-11493,none
sub-11498,none
sub-11517,none
sub-11518,none
sub-11523,none
sub-11526,none
sub-11527,none
sub-11529,none
sub-11530,none
sub-11532,none
sub-11533,none
sub-11534,none
sub-11535,none
sub-11536,none
sub-11539,none
sub-11540,none
sub-11542,none
sub-11545,none
sub-11551,none
sub-11559,none
sub-11560,none
sub-11563,none
sub-11565,none
sub-11570,none
sub-11572,none
sub-11579,none
