,sub_id,sub_age,sub_gender,nTrial,session,run,cue_Onset,event_duration,endowment_label,condition,fairness,accept_reject,rt,R_Option,L_Option,Endowment,offer,beh_fairness,accept,beh_fairness_perc,beh_fairness_num
4954,10785,61.23,Female,17,ses-01,1,130.11028,5.72154,low,social,-1.770833,Accept,1.3165824,0,4,16,4,0.25,1,25%,0.25
4955,10785,61.23,Female,18,ses-01,1,137.76538,5.71738,high,social,10.229167,Accept,2.0652015,0,16,32,16,0.5,1,50%,0.5
4956,10785,61.23,Female,19,ses-01,1,144.54175,5.77511,high,nonsocial,-3.770833,Reject,2.3159826,2,0,32,2,0.0625,0,5%,0.05
4957,10785,61.23,Female,20,ses-01,1,151.37544,5.77356,high,nonsocial,2.229167,Accept,1.2337528,0,8,32,8,0.25,1,25%,0.25
4958,10785,61.23,Female,21,ses-01,1,158.20848,5.77455,high,nonsocial,-2.770833,Reject,1.6657727,3,0,32,3,0.09375,0,10%,0.1
4959,10785,61.23,Female,22,ses-01,1,169.16266,5.68495,low,social,-3.770833,Reject,1.8172914,0,2,16,2,0.125,0,10%,0.1
4960,10785,61.23,Female,23,ses-01,1,176.77405,5.72546,low,social,2.229167,Accept,1.1169239,8,0,16,8,0.5,1,50%,0.5
4961,10785,61.23,Female,24,ses-01,1,183.63278,5.69824,high,social,-3.770833,Reject,1.1338406,0,2,32,2,0.0625,0,5%,0.05
4962,10785,61.23,Female,25,ses-01,1,191.20834,5.77353,low,nonsocial,-1.770833,Accept,1.1667416,4,0,16,4,0.25,1,25%,0.25
4963,10785,61.23,Female,26,ses-01,1,198.11882,5.69702,low,social,-4.770833,Reject,1.3323444,0,1,16,1,0.0625,0,5%,0.05
4964,10785,61.23,Female,27,ses-01,1,205.69179,5.77432,high,nonsocial,10.229167,Accept,2.232594,0,16,32,16,0.5,1,50%,0.5
4965,10785,61.23,Female,28,ses-01,1,212.59409,5.70263,low,social,-3.770833,Reject,2.2007592,2,0,16,2,0.125,0,10%,0.1
4966,10785,61.23,Female,29,ses-01,1,219.3585,5.77338,low,nonsocial,-3.770833,Reject,1.716485,0,2,16,2,0.125,0,10%,0.1
4967,10785,61.23,Female,30,ses-01,1,231.84186,5.77449,low,nonsocial,-4.770833,Reject,1.3158636,1,0,16,1,0.0625,0,5%,0.05
4968,10785,61.23,Female,31,ses-01,1,241.10829,5.77348,high,nonsocial,-3.770833,Reject,1.934034,2,0,32,2,0.0625,0,5%,0.05
4969,10785,61.23,Female,32,ses-01,1,248.75844,5.77398,low,nonsocial,-3.770833,Reject,2.716097,2,0,16,2,0.125,0,10%,0.1
4970,10785,61.23,Female,33,ses-01,1,255.59186,5.77316,high,nonsocial,-2.770833,Accept,2.399095,0,3,32,3,0.09375,1,10%,0.1
4971,10785,61.23,Female,34,ses-01,1,262.42484,5.77294,high,nonsocial,-3.770833,Reject,1.5661036,2,0,32,2,0.0625,0,5%,0.05
4972,10785,61.23,Female,35,ses-01,1,270.1326,5.7163,high,social,-3.770833,Reject,1.6161155,0,2,32,2,0.0625,0,5%,0.05
4973,10785,61.23,Female,36,ses-01,1,276.90826,5.77354,low,nonsocial,-1.770833,Accept,1.2999787,4,0,16,4,0.25,1,25%,0.25
4974,10785,61.23,Female,37,ses-01,1,283.7973,5.71836,low,social,-1.770833,Accept,1.1326206,4,0,16,4,0.25,1,25%,0.25
4975,10785,61.23,Female,38,ses-01,1,293.09033,5.69089,low,social,-1.770833,Accept,0.8665604,4,0,16,4,0.25,1,25%,0.25
4976,10785,61.23,Female,39,ses-01,1,299.84164,5.77402,low,nonsocial,-1.770833,Accept,1.3497152,0,4,16,4,0.25,1,25%,0.25
4977,10785,61.23,Female,40,ses-01,1,310.7795,5.7022,low,social,-4.770833,Reject,1.7326952,1,0,16,1,0.0625,0,5%,0.05
4978,10785,61.23,Female,41,ses-01,1,317.54184,5.77481,high,nonsocial,2.229167,Accept,1.3157556,8,0,32,8,0.25,1,25%,0.25
4979,10785,61.23,Female,42,ses-01,1,326.83896,5.74254,high,social,2.229167,Accept,1.283497,8,0,32,8,0.25,1,25%,0.25
4980,10785,61.23,Female,43,ses-01,1,334.45816,5.77362,high,nonsocial,10.229167,Accept,2.232871,16,0,32,16,0.5,1,50%,0.5
4981,10785,61.23,Female,44,ses-01,1,342.15527,5.72559,high,social,-3.770833,Reject,1.7161351,2,0,32,2,0.0625,0,5%,0.05
4982,10785,61.23,Female,45,ses-01,1,348.98343,5.73184,low,social,-1.770833,Accept,1.2665057,0,4,16,4,0.25,1,25%,0.25
4983,10785,61.23,Female,46,ses-01,1,355.7747,5.77303,high,nonsocial,10.229167,Reject,2.1665359,0,16,32,16,0.5,0,50%,0.5
4984,10785,61.23,Female,47,ses-01,1,363.46118,5.72152,low,social,-3.770833,Reject,1.3828807,2,0,16,2,0.125,0,10%,0.1
4985,10785,61.23,Female,48,ses-01,1,370.2898,5.72564,low,social,2.229167,Accept,1.249933,8,0,16,8,0.5,1,50%,0.5
4986,10785,61.23,Female,1,ses-01,2,4.509468,5.773805,high,nonsocial,10.5625,Accept,2.4664745,0,16,32,16,0.5,1,50%,0.5
4987,10785,61.23,Female,2,ses-01,2,11.342662,5.774411,high,nonsocial,2.5625,Accept,1.3155794,8,0,32,8,0.25,1,25%,0.25
4988,10785,61.23,Female,3,ses-01,2,18.992752,5.774124,low,nonsocial,-3.4375,Reject,1.1486436,0,2,16,2,0.125,0,10%,0.1
4989,10785,61.23,Female,4,ses-01,2,25.906801,5.692843,low,social,2.5625,Accept,1.1503837,8,0,16,8,0.5,1,50%,0.5
4990,10785,61.23,Female,5,ses-01,2,32.727478,5.706042,low,social,2.5625,Accept,1.7493391,0,8,16,8,0.5,1,50%,0.5
4991,10785,61.23,Female,6,ses-01,2,41.90927,5.77365,high,nonsocial,2.5625,Accept,1.1324425,0,8,32,8,0.25,1,25%,0.25
4992,10785,61.23,Female,7,ses-01,2,49.559513,5.774761,high,nonsocial,10.5625,Reject,1.2159243,0,16,32,16,0.5,0,50%,0.5
4993,10785,61.23,Female,8,ses-01,2,56.39993,5.765235,low,nonsocial,-3.4375,Accept,1.1332465,0,2,16,2,0.125,1,10%,0.1
4994,10785,61.23,Female,9,ses-01,2,65.69919,5.71761,low,social,-3.4375,Accept,1.7990704,0,2,16,2,0.125,1,10%,0.1
4995,10785,61.23,Female,10,ses-01,2,73.35515,5.7116,high,social,2.5625,Accept,1.1826382,8,0,32,8,0.25,1,25%,0.25
4996,10785,61.23,Female,11,ses-01,2,82.60832,5.70897,low,social,-3.4375,Accept,1.315959,2,0,16,2,0.125,1,10%,0.1
4997,10785,61.23,Female,12,ses-01,2,89.37592,5.77382,high,nonsocial,2.5625,Accept,1.1170853,8,0,32,8,0.25,1,25%,0.25
4998,10785,61.23,Female,13,ses-01,2,96.20912,5.77442,high,nonsocial,-2.4375,Reject,1.4498328,0,3,32,3,0.09375,0,10%,0.1
4999,10785,61.23,Female,14,ses-01,2,105.47583,5.774185,high,nonsocial,2.5625,Accept,1.1831503,8,0,32,8,0.25,1,25%,0.25
5000,10785,61.23,Female,15,ses-01,2,112.3093,5.77348,high,nonsocial,-3.4375,Reject,1.3829144,2,0,32,2,0.0625,0,5%,0.05
5001,10785,61.23,Female,16,ses-01,2,121.6246,5.70916,low,social,2.5625,Accept,1.3659562,8,0,16,8,0.5,1,50%,0.5
5002,10785,61.23,Female,17,ses-01,2,128.39258,5.77406,low,nonsocial,2.5625,Accept,0.899835,8,0,16,8,0.5,1,50%,0.5
5003,10785,61.23,Female,18,ses-01,2,139.34181,5.69048,low,social,-3.4375,Accept,1.6005087,0,2,16,2,0.125,1,10%,0.1
5004,10785,61.23,Female,19,ses-01,2,146.15103,5.71515,high,social,2.5625,Accept,1.166066,0,8,32,8,0.25,1,25%,0.25
5005,10785,61.23,Female,20,ses-01,2,152.92569,5.77307,high,nonsocial,2.5625,Accept,1.9336112,8,0,32,8,0.25,1,25%,0.25
5006,10785,61.23,Female,21,ses-01,2,160.62871,5.72015,low,social,-4.4375,Accept,2.1340795,0,1,16,1,0.0625,1,5%,0.05
5007,10785,61.23,Female,22,ses-01,2,168.22571,5.77449,low,nonsocial,-3.4375,Reject,2.3657112,0,2,16,2,0.125,0,10%,0.1
5008,10785,61.23,Female,23,ses-01,2,175.13219,5.70056,high,social,-3.4375,Reject,1.6507905,2,0,32,2,0.0625,0,5%,0.05
5009,10785,61.23,Female,24,ses-01,2,181.95021,5.71365,high,social,-3.4375,Reject,1.4341186,2,0,32,2,0.0625,0,5%,0.05
5010,10785,61.23,Female,25,ses-01,2,188.77824,5.72243,high,social,10.5625,Accept,1.7329949,0,16,32,16,0.5,1,50%,0.5
5011,10785,61.23,Female,26,ses-01,2,199.59268,5.77313,high,nonsocial,10.5625,Accept,2.1162627,0,16,32,16,0.5,1,50%,0.5
5012,10785,61.23,Female,27,ses-01,2,207.31242,5.70324,high,social,-2.4375,Reject,1.9507318,0,3,32,3,0.09375,0,10%,0.1
5013,10785,61.23,Female,28,ses-01,2,214.89249,5.77314,high,nonsocial,-3.4375,Reject,1.399117,0,2,32,2,0.0625,0,5%,0.05
5014,10785,61.23,Female,29,ses-01,2,221.7882,5.71186,low,social,-3.4375,Reject,1.6989143,2,0,16,2,0.125,0,10%,0.1
5015,10785,61.23,Female,30,ses-01,2,228.61304,5.71916,low,social,2.5625,Reject,2.099604,0,8,16,8,0.5,0,50%,0.5
5016,10785,61.23,Female,31,ses-01,2,235.39214,5.77319,low,nonsocial,-1.4375,Accept,1.1007738,4,0,16,4,0.25,1,25%,0.25
5017,10785,61.23,Female,32,ses-01,2,242.28058,5.71796,high,social,2.5625,Accept,1.0835514,8,0,32,8,0.25,1,25%,0.25
5018,10785,61.23,Female,33,ses-01,2,249.92403,5.72584,high,social,-3.4375,Accept,2.1651525,0,2,32,2,0.0625,1,5%,0.05
5019,10785,61.23,Female,34,ses-01,2,256.7697,5.71403,high,social,2.5625,Accept,1.7150416,8,0,32,8,0.25,1,25%,0.25
5020,10785,61.23,Female,35,ses-01,2,263.5422,5.773,high,nonsocial,-3.4375,Accept,1.9837537,0,2,32,2,0.0625,1,5%,0.05
5021,10785,61.23,Female,36,ses-01,2,272.8281,5.73825,low,social,-1.4375,Accept,1.2496818,0,4,16,4,0.25,1,25%,0.25
5022,10785,61.23,Female,37,ses-01,2,279.62564,5.77219,low,nonsocial,2.5625,Accept,1.9340109,0,8,16,8,0.5,1,50%,0.5
5023,10785,61.23,Female,38,ses-01,2,286.5109,5.721,high,social,-3.4375,Reject,1.3836497,2,0,32,2,0.0625,0,5%,0.05
5024,10785,61.23,Female,39,ses-01,2,294.12354,5.75933,high,social,-2.4375,Reject,1.3157398,3,0,32,3,0.09375,0,10%,0.1
5025,10785,61.23,Female,40,ses-01,2,306.59195,5.77472,low,nonsocial,2.5625,Accept,1.5324574,0,8,16,8,0.5,1,50%,0.5
5026,10785,61.23,Female,41,ses-01,2,313.42493,5.77511,low,nonsocial,-3.4375,Reject,1.0660807,0,2,16,2,0.125,0,10%,0.1
5027,10785,61.23,Female,42,ses-01,2,320.31546,5.71512,low,social,2.5625,Accept,1.2003784,0,8,16,8,0.5,1,50%,0.5
5028,10785,61.23,Female,43,ses-01,2,327.89206,5.7738,low,nonsocial,-4.4375,Reject,1.2165048,1,0,16,1,0.0625,0,5%,0.05
5029,10785,61.23,Female,44,ses-01,2,334.7252,5.77395,high,nonsocial,-3.4375,Reject,1.3338706,2,0,32,2,0.0625,0,5%,0.05
5030,10785,61.23,Female,45,ses-01,2,343.97546,5.77396,high,nonsocial,-2.4375,Reject,1.0997727,3,0,32,3,0.09375,0,10%,0.1
5031,10785,61.23,Female,46,ses-01,2,354.8417,5.77485,high,nonsocial,-3.4375,Reject,1.2157247,2,0,32,2,0.0625,0,5%,0.05
5032,10785,61.23,Female,47,ses-01,2,362.54657,5.71796,low,social,-1.4375,Accept,1.2333992,0,4,16,4,0.25,1,25%,0.25
5033,10785,61.23,Female,48,ses-01,2,370.17636,5.73938,low,social,-4.4375,Reject,1.499792,1,0,16,1,0.0625,0,5%,0.05
5034,10794,39.69,Male,1,ses-01,1,4.6022,5.685915,high,social,10.604167,Accept,1.7161386,16,0,32,16,0.5,1,50%,0.5
5035,10794,39.69,Male,2,ses-01,1,11.347553,5.77347,high,nonsocial,2.604167,Accept,1.5823534,8,0,32,8,0.25,1,25%,0.25
5036,10794,39.69,Male,3,ses-01,1,18.998262,5.773989,high,nonsocial,10.604167,Accept,1.6826893,16,0,32,16,0.5,1,50%,0.5
5037,10794,39.69,Male,4,ses-01,1,28.264235,5.773255,high,nonsocial,10.604167,Accept,2.2166908,16,0,32,16,0.5,1,50%,0.5
5038,10794,39.69,Male,5,ses-01,1,35.179436,5.691044,high,social,-2.395833,Reject,2.5502121,3,0,32,3,0.09375,0,10%,0.1
5039,10794,39.69,Male,6,ses-01,1,42.016293,5.686227,low,social,2.604167,Accept,1.7008703,0,8,16,8,0.5,1,50%,0.5
5040,10794,39.69,Male,7,ses-01,1,48.849094,5.687272,low,social,-3.395833,Accept,2.8330462,2,0,16,2,0.125,1,10%,0.1
5041,10794,39.69,Male,8,ses-01,1,56.47929,5.706844,low,social,2.604167,Accept,1.067491,0,8,16,8,0.5,1,50%,0.5
5042,10794,39.69,Male,9,ses-01,1,63.36394,5.65655,high,social,-2.395833,Reject,2.6336782,0,3,32,3,0.09375,0,10%,0.1
5043,10794,39.69,Male,10,ses-01,1,72.49764,5.772845,high,nonsocial,-3.395833,Reject,1.799367,0,2,32,2,0.0625,0,5%,0.05
5044,10794,39.69,Male,11,ses-01,1,85.07544,5.67821,high,social,-3.395833,Accept,2.0167341,0,2,32,2,0.0625,1,5%,0.05
5045,10794,39.69,Male,12,ses-01,1,94.230606,5.773178,high,nonsocial,-2.395833,Accept,0.8836063,0,3,32,3,0.09375,1,10%,0.1
5046,10794,39.69,Male,13,ses-01,1,103.48067,5.773854,low,nonsocial,2.604167,Accept,0.7994871,0,8,16,8,0.5,1,50%,0.5
5047,10794,39.69,Male,14,ses-01,1,111.13099,5.77353,high,nonsocial,10.604167,Accept,0.9164064,0,16,32,16,0.5,1,50%,0.5
5048,10794,39.69,Male,15,ses-01,1,118.85552,5.698725,low,social,-3.395833,Accept,1.5165049,2,0,16,2,0.125,1,10%,0.1
5049,10794,39.69,Male,16,ses-01,1,129.74706,5.67332,high,social,2.604167,Accept,0.7164849,0,8,32,8,0.25,1,25%,0.25
5050,10794,39.69,Male,17,ses-01,1,136.58028,5.67393,high,social,-3.395833,Accept,1.2499794,2,0,32,2,0.0625,1,5%,0.05
5051,10794,39.69,Male,18,ses-01,1,144.13072,5.77376,high,nonsocial,2.604167,Accept,1.0490091,0,8,32,8,0.25,1,25%,0.25
5052,10794,39.69,Male,19,ses-01,1,150.96391,5.77161,high,nonsocial,2.604167,Accept,0.8501575,0,8,32,8,0.25,1,25%,0.25
5053,10794,39.69,Male,20,ses-01,1,157.79736,5.77335,high,nonsocial,-2.395833,Accept,0.7333618,0,3,32,3,0.09375,1,10%,0.1
5054,10794,39.69,Male,21,ses-01,1,164.70872,5.69607,high,social,-3.395833,Accept,0.8823612,0,2,32,2,0.0625,1,5%,0.05
5055,10794,39.69,Male,22,ses-01,1,175.49725,5.7733,high,nonsocial,-3.395833,Accept,1.0996749,2,0,32,2,0.0625,1,5%,0.05
5056,10794,39.69,Male,23,ses-01,1,183.1471,5.77345,high,nonsocial,2.604167,Accept,0.6997779,8,0,32,8,0.25,1,25%,0.25
5057,10794,39.69,Male,24,ses-01,1,192.47237,5.7137,low,social,2.604167,Accept,0.9000921,0,8,16,8,0.5,1,50%,0.5
5058,10794,39.69,Male,25,ses-01,1,199.31856,5.70048,low,social,-4.395833,Accept,1.0674411,1,0,16,1,0.0625,1,5%,0.05
5059,10794,39.69,Male,26,ses-01,1,206.08011,5.77489,high,nonsocial,-3.395833,Accept,1.0155199,0,2,32,2,0.0625,1,5%,0.05
5060,10794,39.69,Male,27,ses-01,1,212.98415,5.70301,low,social,-1.395833,Accept,0.8336229,4,0,16,4,0.25,1,25%,0.25
5061,10794,39.69,Male,28,ses-01,1,219.7471,5.77347,low,nonsocial,-3.395833,Accept,1.0335294,2,0,16,2,0.125,1,10%,0.1
5062,10794,39.69,Male,29,ses-01,1,226.6452,5.70818,low,social,2.604167,Accept,0.9335188,8,0,16,8,0.5,1,50%,0.5
5063,10794,39.69,Male,30,ses-01,1,233.4136,5.77327,high,nonsocial,-3.395833,Accept,0.9992665,0,2,32,2,0.0625,1,5%,0.05
5064,10794,39.69,Male,31,ses-01,1,241.11476,5.72147,low,social,-1.395833,Accept,1.0004135,0,4,16,4,0.25,1,25%,0.25
5065,10794,39.69,Male,32,ses-01,1,248.7797,5.7069,high,social,-3.395833,Accept,0.9160615,0,2,32,2,0.0625,1,5%,0.05
5066,10794,39.69,Male,33,ses-01,1,256.3647,5.77242,low,nonsocial,2.604167,Reject,0.9658592,8,0,16,8,0.5,0,50%,0.5
5067,10794,39.69,Male,34,ses-01,1,263.19754,5.77451,high,nonsocial,2.604167,Accept,0.6827462,0,8,32,8,0.25,1,25%,0.25
5068,10794,39.69,Male,35,ses-01,1,270.8451,5.77578,low,social,-1.395833,Accept,0.8155132,4,0,16,4,0.25,1,25%,0.25
5069,10794,39.69,Male,36,ses-01,1,277.68042,5.77304,high,nonsocial,-2.395833,Accept,1.1331939,3,0,32,3,0.09375,1,10%,0.1
5070,10794,39.69,Male,37,ses-01,1,284.51373,5.77161,low,nonsocial,-3.395833,Accept,0.9003316,0,2,16,2,0.125,1,10%,0.1
5071,10794,39.69,Male,38,ses-01,1,291.42667,5.69253,high,social,-3.395833,Accept,0.850148,2,0,32,2,0.0625,1,5%,0.05
5072,10794,39.69,Male,39,ses-01,1,299.0991,5.67092,low,social,2.604167,Accept,0.9000236,0,8,16,8,0.5,1,50%,0.5
5073,10794,39.69,Male,40,ses-01,1,305.9232,5.68032,high,social,-2.395833,Accept,0.7663334,0,3,32,3,0.09375,1,10%,0.1
5074,10794,39.69,Male,41,ses-01,1,312.66357,5.77329,low,nonsocial,2.604167,Accept,0.5996205,0,8,16,8,0.5,1,50%,0.5
5075,10794,39.69,Male,42,ses-01,1,320.3138,5.77366,high,nonsocial,-2.395833,Accept,0.6326006,0,3,32,3,0.09375,1,10%,0.1
5076,10794,39.69,Male,43,ses-01,1,327.22604,5.69346,low,social,-1.395833,Accept,1.0334302,0,4,16,4,0.25,1,25%,0.25
5077,10794,39.69,Male,44,ses-01,1,336.39694,5.77362,high,nonsocial,-3.395833,Accept,0.7835818,0,2,32,2,0.0625,1,5%,0.05
5078,10794,39.69,Male,45,ses-01,1,343.22974,5.7738,high,nonsocial,-3.395833,Accept,0.966093,0,2,32,2,0.0625,1,5%,0.05
5079,10794,39.69,Male,46,ses-01,1,350.0637,5.77212,low,nonsocial,-1.395833,Accept,1.150438,0,4,16,4,0.25,1,25%,0.25
5080,10794,39.69,Male,47,ses-01,1,361.0503,5.6519,high,social,2.604167,Accept,0.9501901,8,0,32,8,0.25,1,25%,0.25
5081,10794,39.69,Male,48,ses-01,1,370.28094,5.67154,high,social,-2.395833,Accept,0.9832152,0,3,32,3,0.09375,1,10%,0.1
5082,10794,39.69,Male,1,ses-01,2,4.5983653,5.682698,high,social,1.875,Accept,0.8329045,8,0,32,8,0.25,1,25%,0.25
5083,10794,39.69,Male,2,ses-01,2,15.469488,5.67716,low,social,-5.125,Accept,0.6163744,0,1,16,1,0.0625,1,5%,0.05
5084,10794,39.69,Male,3,ses-01,2,22.208982,5.770394,high,social,1.875,Accept,0.7503399,0,8,32,8,0.25,1,25%,0.25
5085,10794,39.69,Male,4,ses-01,2,29.040648,5.774112,high,nonsocial,-3.125,Accept,0.5157598,0,3,32,3,0.09375,1,10%,0.1
5086,10794,39.69,Male,5,ses-01,2,35.87401,5.773665,low,nonsocial,-2.125,Accept,0.8829373,0,4,16,4,0.25,1,25%,0.25
5087,10794,39.69,Male,6,ses-01,2,42.82006,5.660535,low,social,1.875,Accept,0.7996421,8,0,16,8,0.5,1,50%,0.5
5088,10794,39.69,Male,7,ses-01,2,50.357117,5.77399,high,nonsocial,-3.125,Accept,0.6655468,0,3,32,3,0.09375,1,10%,0.1
5089,10794,39.69,Male,8,ses-01,2,59.722652,5.656348,low,social,-4.125,Accept,0.8340084,2,0,16,2,0.125,1,10%,0.1
5090,10794,39.69,Male,9,ses-01,2,67.24047,5.772096,high,nonsocial,-4.125,Accept,0.7500217,0,2,32,2,0.0625,1,5%,0.05
5091,10794,39.69,Male,10,ses-01,2,74.89011,5.77496,high,nonsocial,1.875,Accept,0.4657399,0,8,32,8,0.25,1,25%,0.25
5092,10794,39.69,Male,11,ses-01,2,81.723915,5.773855,low,nonsocial,-5.125,Accept,1.0827076,1,0,16,1,0.0625,1,5%,0.05
5093,10794,39.69,Male,12,ses-01,2,89.36947,5.77832,high,social,-4.125,Accept,0.8328067,0,2,32,2,0.0625,1,5%,0.05
5094,10794,39.69,Male,13,ses-01,2,96.2072,5.77422,low,nonsocial,-2.125,Accept,0.8658327,4,0,16,4,0.25,1,25%,0.25
5095,10794,39.69,Male,14,ses-01,2,103.09905,5.71572,low,social,-5.125,Accept,0.8156355,0,1,16,1,0.0625,1,5%,0.05
5096,10794,39.69,Male,15,ses-01,2,110.75233,5.71304,low,social,-4.125,Accept,0.9154301,2,0,16,2,0.125,1,10%,0.1
5097,10794,39.69,Male,16,ses-01,2,117.52417,5.772804,low,nonsocial,-5.125,Accept,1.3496044,1,0,16,1,0.0625,1,5%,0.05
5098,10794,39.69,Male,17,ses-01,2,124.44115,5.68881,high,social,-3.125,Accept,0.9336084,3,0,32,3,0.09375,1,10%,0.1
5099,10794,39.69,Male,18,ses-01,2,131.31677,5.64746,high,social,-4.125,Accept,0.9669735,2,0,32,2,0.0625,1,5%,0.05
5100,10794,39.69,Male,19,ses-01,2,138.83148,5.78217,high,social,-4.125,Accept,0.7330017,0,2,32,2,0.0625,1,5%,0.05
5101,10794,39.69,Male,20,ses-01,2,145.67397,5.77173,high,nonsocial,9.875,Accept,0.8500034,0,16,32,16,0.5,1,50%,0.5
5102,10794,39.69,Male,21,ses-01,2,153.32367,5.77425,high,nonsocial,9.875,Accept,0.7658065,16,0,32,16,0.5,1,50%,0.5
5103,10794,39.69,Male,22,ses-01,2,160.23651,5.69391,high,social,9.875,Accept,0.7495642,16,0,32,16,0.5,1,50%,0.5
5104,10794,39.69,Male,23,ses-01,2,172.71216,5.70135,high,social,-3.125,Accept,0.6996601,3,0,32,3,0.09375,1,10%,0.1
5105,10794,39.69,Male,24,ses-01,2,179.47408,5.77292,high,nonsocial,-3.125,Accept,0.6495849,3,0,32,3,0.09375,1,10%,0.1
5106,10794,39.69,Male,25,ses-01,2,186.37643,5.70443,low,social,-5.125,Accept,1.7155252,1,0,16,1,0.0625,1,5%,0.05
5107,10794,39.69,Male,26,ses-01,2,195.55714,5.77276,high,nonsocial,1.875,Accept,0.6994582,0,8,32,8,0.25,1,25%,0.25
5108,10794,39.69,Male,27,ses-01,2,202.39085,5.77367,high,nonsocial,-4.125,Accept,0.7327444,0,2,32,2,0.0625,1,5%,0.05
5109,10794,39.69,Male,28,ses-01,2,209.22418,5.7744,low,nonsocial,1.875,Accept,0.6659897,0,8,16,8,0.5,1,50%,0.5
5110,10794,39.69,Male,29,ses-01,2,218.49036,5.77321,high,nonsocial,-3.125,Accept,0.6331837,0,3,32,3,0.09375,1,10%,0.1
5111,10794,39.69,Male,30,ses-01,2,226.22874,5.68329,high,social,1.875,Accept,1.7502134,8,0,32,8,0.25,1,25%,0.25
5112,10794,39.69,Male,31,ses-01,2,237.00685,5.77307,low,nonsocial,1.875,Accept,0.9831356,8,0,16,8,0.5,1,50%,0.5
5113,10794,39.69,Male,32,ses-01,2,246.27368,5.77414,low,nonsocial,-5.125,Accept,0.9329488,1,0,16,1,0.0625,1,5%,0.05
5114,10794,39.69,Male,33,ses-01,2,253.19418,5.68512,low,social,-4.125,Accept,0.8671708,2,0,16,2,0.125,1,10%,0.1
5115,10794,39.69,Male,34,ses-01,2,263.97427,5.77121,high,nonsocial,-4.125,Accept,1.4501936,0,2,32,2,0.0625,1,5%,0.05
5116,10794,39.69,Male,35,ses-01,2,271.70117,5.69653,high,social,9.875,Accept,0.7499066,16,0,32,16,0.5,1,50%,0.5
5117,10794,39.69,Male,36,ses-01,2,278.55222,5.67736,low,social,-4.125,Accept,0.7660023,0,2,16,2,0.125,1,10%,0.1
5118,10794,39.69,Male,37,ses-01,2,285.2903,5.77354,high,nonsocial,-3.125,Accept,0.6999912,0,3,32,3,0.09375,1,10%,0.1
5119,10794,39.69,Male,38,ses-01,2,293.03348,5.67929,high,social,9.875,Accept,0.5830128,0,16,32,16,0.5,1,50%,0.5
5120,10794,39.69,Male,39,ses-01,2,302.19046,5.77209,high,nonsocial,-3.125,Accept,0.7840667,3,0,32,3,0.09375,1,10%,0.1
5121,10794,39.69,Male,40,ses-01,2,309.12817,5.66883,high,social,9.875,Accept,0.98254323,16,0,32,16,0.5,1,50%,0.5
5122,10794,39.69,Male,41,ses-01,2,315.94092,5.68841,high,social,1.875,Accept,0.9002009,8,0,32,8,0.25,1,25%,0.25
5123,10794,39.69,Male,42,ses-01,2,322.69003,5.7721,high,nonsocial,9.875,Accept,0.6840971,0,16,32,16,0.5,1,50%,0.5
5124,10794,39.69,Male,43,ses-01,2,330.34177,5.77179,low,social,-2.125,Accept,0.7993454,0,4,16,4,0.25,1,25%,0.25
5125,10794,39.69,Male,44,ses-01,2,339.607,5.77404,high,nonsocial,9.875,Accept,0.832438,16,0,32,16,0.5,1,50%,0.5
5126,10794,39.69,Male,45,ses-01,2,346.44052,5.77231,low,nonsocial,-2.125,Accept,0.699685,0,4,16,4,0.25,1,25%,0.25
5127,10794,39.69,Male,46,ses-01,2,354.08685,5.77643,low,social,-2.125,Accept,0.899316,0,4,16,4,0.25,1,25%,0.25
5128,10794,39.69,Male,47,ses-01,2,361.73972,5.77365,high,nonsocial,1.875,Accept,0.8661544,8,0,32,8,0.25,1,25%,0.25
5129,10794,39.69,Male,48,ses-01,2,368.57858,5.76776,high,social,9.875,Accept,0.8503346,16,0,32,16,0.5,1,50%,0.5
5130,10800,26.85,Female,1,ses-01,1,4.6070867,5.684779,high,social,10.229167,Accept,1.1828543,0,16,32,16,0.5,1,50%,0.5
5131,10800,26.85,Female,2,ses-01,1,13.858417,5.699549,high,social,-2.770833,Reject,0.8167812,0,3,32,3,0.09375,0,10%,0.1
5132,10800,26.85,Female,3,ses-01,1,20.618265,5.773499,low,nonsocial,2.229167,Accept,0.5168363,0,8,16,8,0.5,1,50%,0.5
5133,10800,26.85,Female,4,ses-01,1,27.522852,5.700248,low,social,-3.770833,Reject,0.767209,0,2,16,2,0.125,0,10%,0.1
5134,10800,26.85,Female,5,ses-01,1,34.35319,5.704454,high,social,10.229167,Accept,0.7998251,0,16,32,16,0.5,1,50%,0.5
5135,10800,26.85,Female,6,ses-01,1,41.935062,5.772705,high,nonsocial,2.229167,Accept,0.5005809,0,8,32,8,0.25,1,25%,0.25
5136,10800,26.85,Female,7,ses-01,1,52.898113,5.675694,high,social,10.229167,Accept,0.5337168,0,16,32,16,0.5,1,50%,0.5
5137,10800,26.85,Female,8,ses-01,1,59.63502,5.77374,low,nonsocial,-3.770833,Reject,0.8664478,0,2,16,2,0.125,0,10%,0.1
5138,10800,26.85,Female,9,ses-01,1,68.90147,5.77232,high,nonsocial,-3.770833,Reject,0.6005183,0,2,32,2,0.0625,0,5%,0.05
5139,10800,26.85,Female,10,ses-01,1,75.812065,5.695335,high,social,-2.770833,Reject,1.4666705,3,0,32,3,0.09375,0,10%,0.1
