subject	xml_index	nifti_value	roi_name	quantity	tg_recip_gt_nonrecip	ug_fairness_pmod
10677	10	11	Middle Temporal Gyrus, anterior division	cope	-97.97969675046295	3.4010687311861054
10677	11	12	Middle Temporal Gyrus, posterior division	cope	-105.41522666817096	4.85465920056868
10677	12	13	Middle Temporal Gyrus, temporooccipital part	cope	-164.56228691708435	1.0082366703823722
10677	13	14	Inferior Temporal Gyrus, anterior division	cope	-379.5898615171218	5.896268963108401
10677	14	15	Inferior Temporal Gyrus, posterior division	cope	-72.02823252001252	6.501108638446637
10677	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	50.535553172897934	-6.051336975804697
10677	16	17	Postcentral Gyrus	cope	-77.12969514129279	-3.496828306933622
10677	17	18	Superior Parietal Lobule	cope	141.55895431719114	-3.7834717707165817
10677	18	19	Supramarginal Gyrus, anterior division	cope	-95.89593854921836	2.4224153401174893
10677	19	20	Supramarginal Gyrus, posterior division	cope	-73.1088692106508	3.289877945798877
10677	20	21	Angular Gyrus	cope	-128.62207013901872	3.4543276294335477
10677	21	22	Lateral Occipital Cortex, superior division	cope	0.7918259024866764	-1.8295549598464276
10677	22	23	Lateral Occipital Cortex, inferior division	cope	-22.991715935612234	-9.144474589048388
10677	23	24	Intracalcarine Cortex	cope	50.694732733520205	-1.2843375660638516
10677	24	25	Frontal Medial Cortex	cope	-171.1895383829185	8.386579705494727
10677	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	45.21501158540313	-8.903469230086115
10677	26	27	Subcallosal Cortex	cope	37.80442765607284	12.044621355845951
10677	27	28	Paracingulate Gyrus	cope	88.08900467854068	4.63645139677902
10677	28	29	Cingulate Gyrus, anterior division	cope	163.85477739610408	3.9567096811936655
10677	29	30	Cingulate Gyrus, posterior division	cope	45.25748393220561	10.209598979128259
10677	30	31	Precuneous Cortex	cope	70.73673002449843	0.8079703296609866
10677	31	32	Cuneal Cortex	cope	24.475565817958763	2.902548541696928
10677	32	33	Frontal Orbital Cortex	cope	-0.5569906999355323	0.10030005943088649
10677	33	34	Parahippocampal Gyrus, anterior division	cope	-112.10176262101241	4.5049041231879885
10677	34	35	Parahippocampal Gyrus, posterior division	cope	31.537416163480508	12.356401610599374
10677	35	36	Lingual Gyrus	cope	17.453389330190202	-0.4392376771980995
10677	36	37	Temporal Fusiform Cortex, anterior division	cope	-186.89536151184257	0.6461459627335376
10677	37	38	Temporal Fusiform Cortex, posterior division	cope	-91.5663575241775	5.953368906101625
10677	38	39	Temporal Occipital Fusiform Cortex	cope	0.656067932115541	-4.056891362602144
10677	39	40	Occipital Fusiform Gyrus	cope	118.86431726804203	-4.559120888335827
10677	40	41	Frontal Operculum Cortex	cope	-34.92682161351212	-7.210563190625746
10677	41	42	Central Opercular Cortex	cope	68.4598014046195	-4.761472774060481
10677	42	43	Parietal Operculum Cortex	cope	-1.9636174614356858	-9.859755116084656
10677	43	44	Planum Polare	cope	42.49369789298823	-2.1687717807429436
10677	44	45	Heschl's Gyrus (includes H1 and H2)	cope	75.16948325348339	9.178848014586531
10677	45	46	Planum Temporale	cope	7.591433221613602	-0.987491874753077
10677	46	47	Supracalcarine Cortex	cope	127.89380325155055	-5.941271823137365
10677	47	48	Occipital Pole	cope	-31.871501069478942	-6.112858232618511
10685	0	1	Frontal Pole	cope	53.50915707777539	0.9955361472656785
10685	1	2	Insular Cortex	cope	-54.01551242169665	-0.9986248709357795
10685	2	3	Superior Frontal Gyrus	cope	32.79470646329037	0.9631707455180853
10685	3	4	Middle Frontal Gyrus	cope	157.50913395813927	5.067822076700478
10685	4	5	Inferior Frontal Gyrus, pars triangularis	cope	-19.183195004496007	-0.9389347703315728
10685	5	6	Inferior Frontal Gyrus, pars opercularis	cope	56.246928569774205	1.6620164651382148
10685	6	7	Precentral Gyrus	cope	87.68260294207361	-2.98532833628156
10685	7	8	Temporal Pole	cope	-13.563465642745737	-1.6659809418128744
10685	8	9	Superior Temporal Gyrus, anterior division	cope	20.60741844849709	-0.7061986966775013
10685	9	10	Superior Temporal Gyrus, posterior division	cope	-23.525509163543777	0.15296920841974024
10685	10	11	Middle Temporal Gyrus, anterior division	cope	25.524566566143463	-0.4709412822600649
10685	11	12	Middle Temporal Gyrus, posterior division	cope	21.38750404239588	1.482590092638951
10685	12	13	Middle Temporal Gyrus, temporooccipital part	cope	65.32917924432348	2.7206253253616537
10685	13	14	Inferior Temporal Gyrus, anterior division	cope	0.49449261405764244	-3.865725274313484
10685	14	15	Inferior Temporal Gyrus, posterior division	cope	6.544324583727081	1.7901331682198014
10685	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	185.98028161725787	5.44559066525683
10685	16	17	Postcentral Gyrus	cope	64.07314802884407	-3.363765723480155
10685	17	18	Superior Parietal Lobule	cope	108.76387353699039	1.7770425742235416
10685	18	19	Supramarginal Gyrus, anterior division	cope	105.67516700492965	4.039929575200572
10685	19	20	Supramarginal Gyrus, posterior division	cope	47.87059969249609	3.767092141610369
10685	20	21	Angular Gyrus	cope	69.88710493569943	4.994166424103214
10685	21	22	Lateral Occipital Cortex, superior division	cope	116.77010079633247	4.371665780178182
10685	22	23	Lateral Occipital Cortex, inferior division	cope	25.313393100745746	2.630777560226825
10685	23	24	Intracalcarine Cortex	cope	75.66748071360449	4.526244965354742
10685	24	25	Frontal Medial Cortex	cope	112.55533378534284	-4.547739270616303
10685	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	6.527852897909847	-5.983334410998568
10685	26	27	Subcallosal Cortex	cope	10.435526777230777	-5.175245483420216
10685	27	28	Paracingulate Gyrus	cope	-120.08322288196044	3.8034907943474847
10685	28	29	Cingulate Gyrus, anterior division	cope	-105.24944800649912	0.7563461367190955
10685	29	30	Cingulate Gyrus, posterior division	cope	-109.076777920178	-2.0027799345042023
10685	30	31	Precuneous Cortex	cope	66.47561527631086	2.3025176975848303
10685	31	32	Cuneal Cortex	cope	40.9532608469275	0.5921324052973888
10685	32	33	Frontal Orbital Cortex	cope	-46.009775096230385	-2.9392788583074414
10685	33	34	Parahippocampal Gyrus, anterior division	cope	17.627401410280605	-0.07486534714740001
10685	34	35	Parahippocampal Gyrus, posterior division	cope	34.11929127225336	-2.3971976519404157
10685	35	36	Lingual Gyrus	cope	61.71746473364562	0.7462297591203559
10685	36	37	Temporal Fusiform Cortex, anterior division	cope	113.53272633518733	1.8436499875276646
10685	37	38	Temporal Fusiform Cortex, posterior division	cope	23.062549447054092	0.9414215255729059
10685	38	39	Temporal Occipital Fusiform Cortex	cope	28.278378664962208	4.169807704512508
10685	39	40	Occipital Fusiform Gyrus	cope	40.92784520598635	4.037322502046402
10685	40	41	Frontal Operculum Cortex	cope	-12.441289683349995	3.315200299118497
10685	41	42	Central Opercular Cortex	cope	-8.39725947171679	-3.888409397383207
10685	42	43	Parietal Operculum Cortex	cope	-55.03598684193519	-4.609240752174448
10685	43	44	Planum Polare	cope	-111.71434891678905	-4.2002288022768175
10685	44	45	Heschl's Gyrus (includes H1 and H2)	cope	-35.549104422880205	-8.87979700872975
10685	45	46	Planum Temporale	cope	-56.685222115604994	-5.035268993031781
10685	46	47	Supracalcarine Cortex	cope	70.05701176536844	3.455591558855265
10685	47	48	Occipital Pole	cope	83.46671386237047	3.6063507897867586
10700	0	1	Frontal Pole	cope	97.10825559137791	-3.141368764619085
10700	1	2	Insular Cortex	cope	-25.65135463925659	0.8960988247396375
10700	2	3	Superior Frontal Gyrus	cope	82.28815703131485	-0.47578304954816597
10700	3	4	Middle Frontal Gyrus	cope	-16.68897650183119	0.2544197742924633
10700	4	5	Inferior Frontal Gyrus, pars triangularis	cope	18.792201841916512	-2.3453778610692932
10700	5	6	Inferior Frontal Gyrus, pars opercularis	cope	-44.45094790334595	4.827983537176235
10700	6	7	Precentral Gyrus	cope	-29.57548615866242	1.4227783289294094
10700	7	8	Temporal Pole	cope	70.40118568005684	-2.7954856193363105
10700	8	9	Superior Temporal Gyrus, anterior division	cope	35.63509716009482	-1.2296937642284693
10700	9	10	Superior Temporal Gyrus, posterior division	cope	-82.38335498315948	-2.181341744040127
10700	10	11	Middle Temporal Gyrus, anterior division	cope	12.036178861803084	-3.238289281133729
10700	11	12	Middle Temporal Gyrus, posterior division	cope	56.035357774555564	-0.7024751724822542
10700	12	13	Middle Temporal Gyrus, temporooccipital part	cope	-20.546936971203333	-0.17718997764486968
10700	13	14	Inferior Temporal Gyrus, anterior division	cope	-142.46209163760997	-7.59617597705646
10700	14	15	Inferior Temporal Gyrus, posterior division	cope	25.746899390696424	0.4202360497775205
10700	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	-33.66568647213836	10.190904469215814
10700	16	17	Postcentral Gyrus	cope	-11.160408499992412	-0.06738408740589638
10700	17	18	Superior Parietal Lobule	cope	-81.25863074501513	5.2452167834722365
10700	18	19	Supramarginal Gyrus, anterior division	cope	102.0236058074567	5.761312787531427
10700	19	20	Supramarginal Gyrus, posterior division	cope	-46.6218868485375	-0.717028713688204
10700	20	21	Angular Gyrus	cope	-39.151075300528916	-5.8373845516223
10700	21	22	Lateral Occipital Cortex, superior division	cope	27.827832069489734	-0.1357228804553168
10700	22	23	Lateral Occipital Cortex, inferior division	cope	-34.170099921004024	4.034358893952711
10700	23	24	Intracalcarine Cortex	cope	57.34575597765033	-0.4821434600001513
10700	24	25	Frontal Medial Cortex	cope	196.79793669431345	0.39617862285949546
10700	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	87.16649701506705	4.793516066592388
10700	26	27	Subcallosal Cortex	cope	82.43521076601286	-3.3934866309165956
10700	27	28	Paracingulate Gyrus	cope	74.12565496109968	0.7446278522624621
10700	28	29	Cingulate Gyrus, anterior division	cope	96.19955866184023	-1.8807681190990448
10700	29	30	Cingulate Gyrus, posterior division	cope	71.58630088099412	-9.418746926248074
10700	30	31	Precuneous Cortex	cope	169.069147464429	-7.410576144176143
10700	31	32	Cuneal Cortex	cope	47.44187155359336	-0.2032154446463627
10700	32	33	Frontal Orbital Cortex	cope	116.376859596278	-4.31964855453657
10700	33	34	Parahippocampal Gyrus, anterior division	cope	-76.68223616395113	0.7989472077450658
10700	34	35	Parahippocampal Gyrus, posterior division	cope	-110.13190391288613	-4.687013387019342
10700	35	36	Lingual Gyrus	cope	-48.079729826102856	0.04346629132626028
10700	36	37	Temporal Fusiform Cortex, anterior division	cope	-132.21582239232166	5.681834242868085
10700	37	38	Temporal Fusiform Cortex, posterior division	cope	-95.63174939227392	-0.7259378645620381
10700	38	39	Temporal Occipital Fusiform Cortex	cope	-55.18905208824341	1.1195470060661408
10700	39	40	Occipital Fusiform Gyrus	cope	-4.0481909464258665	1.6865503704353357
10700	40	41	Frontal Operculum Cortex	cope	-133.02833479242165	-1.6721082875865096
10700	41	42	Central Opercular Cortex	cope	-26.209183237933257	-0.23075174092201794
10700	42	43	Parietal Operculum Cortex	cope	74.34791384463382	1.3913184437643131
10700	43	44	Planum Polare	cope	126.7428133540026	-1.5489406793285871
10700	44	45	Heschl's Gyrus (includes H1 and H2)	cope	-149.9846598321941	-8.213285103466035
10700	45	46	Planum Temporale	cope	-69.80629989447026	-1.4216336119311173
10700	46	47	Supracalcarine Cortex	cope	52.93549722306272	-5.537578952875226
10700	47	48	Occipital Pole	cope	100.96334987101166	-2.3020483606134214
10701	0	1	Frontal Pole	cope	-92.45782304839085	1.095974973602651
10701	1	2	Insular Cortex	cope	40.21634575272681	-5.23515870424081
10701	2	3	Superior Frontal Gyrus	cope	-215.6513566511771	-0.5484620540048233
10701	3	4	Middle Frontal Gyrus	cope	-75.45670053131464	0.7463965993963573
10701	4	5	Inferior Frontal Gyrus, pars triangularis	cope	-163.94338893451206	-1.6349890110987546
10701	5	6	Inferior Frontal Gyrus, pars opercularis	cope	-162.74897018688486	-4.40665194148814
10701	6	7	Precentral Gyrus	cope	-76.74609804417804	1.2217210848641702
10701	7	8	Temporal Pole	cope	-177.7560323714761	-1.6089206587783969
10701	8	9	Superior Temporal Gyrus, anterior division	cope	-141.69880752318946	3.278523780252689
10701	9	10	Superior Temporal Gyrus, posterior division	cope	-163.24008630506404	-0.3306390301312332
10701	10	11	Middle Temporal Gyrus, anterior division	cope	-106.4467324527342	1.6212666768184516
10701	11	12	Middle Temporal Gyrus, posterior division	cope	-158.83079409086892	-1.471566720750632
10701	12	13	Middle Temporal Gyrus, temporooccipital part	cope	-48.66664001539329	0.19519531293522357
10701	13	14	Inferior Temporal Gyrus, anterior division	cope	-152.7261386079901	-2.350889602290279
10701	14	15	Inferior Temporal Gyrus, posterior division	cope	-54.159331540376805	0.5588757296437666
10701	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	-89.07959861197133	1.701437808882963
10701	16	17	Postcentral Gyrus	cope	82.86763533568414	3.546345894553739
10701	17	18	Superior Parietal Lobule	cope	37.33164325004488	1.7758108805217279
10701	18	19	Supramarginal Gyrus, anterior division	cope	174.63022126682378	3.1527554897160304
10701	19	20	Supramarginal Gyrus, posterior division	cope	-5.100189115751434	0.7950667767244316
10701	20	21	Angular Gyrus	cope	-47.978807609736315	0.8372099591734663
10701	21	22	Lateral Occipital Cortex, superior division	cope	-120.03467742297428	6.4937612211560705
10701	22	23	Lateral Occipital Cortex, inferior division	cope	-98.59096829532704	3.2107482722784435
10701	23	24	Intracalcarine Cortex	cope	-174.01424969077573	10.683416939942992
10701	24	25	Frontal Medial Cortex	cope	-146.8895202976592	9.676411402061687
10701	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	-2.587987473888977	-6.810659040231258
10701	26	27	Subcallosal Cortex	cope	-10.308683219781289	10.49357972712471
10701	27	28	Paracingulate Gyrus	cope	-225.5591739247762	-0.04255058111044928
10701	28	29	Cingulate Gyrus, anterior division	cope	-137.20680203793918	-4.416625227037249
10701	29	30	Cingulate Gyrus, posterior division	cope	-315.86274235207696	4.873551051432001
10701	30	31	Precuneous Cortex	cope	-170.3229609487053	6.170004722004592
10701	31	32	Cuneal Cortex	cope	-158.1325985497223	11.816270395593012
10701	32	33	Frontal Orbital Cortex	cope	-160.4529112064574	-2.8655595714154276
10701	33	34	Parahippocampal Gyrus, anterior division	cope	-237.8349158025421	4.328312617842009
10701	34	35	Parahippocampal Gyrus, posterior division	cope	-361.18923183465904	4.44170807486154
10701	35	36	Lingual Gyrus	cope	-187.78958859472925	11.384332177887561
10701	36	37	Temporal Fusiform Cortex, anterior division	cope	-55.35555395505107	2.109729604168088
10701	37	38	Temporal Fusiform Cortex, posterior division	cope	-98.72497256774706	1.921315902585994
10701	38	39	Temporal Occipital Fusiform Cortex	cope	-180.75133548916787	-2.8082904095540857
10701	39	40	Occipital Fusiform Gyrus	cope	-253.87807948636717	8.28417201429913
10701	40	41	Frontal Operculum Cortex	cope	-84.24651279719937	-14.985573532717194
10701	41	42	Central Opercular Cortex	cope	179.01135049132176	1.2500587919033255
10701	42	43	Parietal Operculum Cortex	cope	-57.38377303293514	2.7342485924899047
10701	43	44	Planum Polare	cope	50.77290314936456	-1.6311347095139381
10701	44	45	Heschl's Gyrus (includes H1 and H2)	cope	7.466505301712845	0.4065825045279126
10701	45	46	Planum Temporale	cope	-163.81905723476675	0.9707474157245123
10701	46	47	Supracalcarine Cortex	cope	-146.08732986703833	15.418015097049956
10701	47	48	Occipital Pole	cope	-131.89303733639017	8.422486608635227
10718	0	1	Frontal Pole	cope	58.7280401745844	-8.729911408760659
10718	1	2	Insular Cortex	cope	69.00906107290724	-1.8541638420338429
10718	2	3	Superior Frontal Gyrus	cope	-54.34709873945425	-8.522045699578241
10718	3	4	Middle Frontal Gyrus	cope	39.63979887477148	-2.328707269083344
10718	4	5	Inferior Frontal Gyrus, pars triangularis	cope	99.1071292732697	-13.241110847904048
10718	5	6	Inferior Frontal Gyrus, pars opercularis	cope	49.99057703625868	-1.9815251193124868
10718	6	7	Precentral Gyrus	cope	62.890432526459364	-0.3696325988476955
10718	7	8	Temporal Pole	cope	-9.208460461098072	-3.6783773380086733
10718	8	9	Superior Temporal Gyrus, anterior division	cope	147.88419879873592	-3.6551502554080426
10718	9	10	Superior Temporal Gyrus, posterior division	cope	61.9443922350546	-3.0142617629139457
10718	10	11	Middle Temporal Gyrus, anterior division	cope	9.050461619202771	-6.6148915933778705
10718	11	12	Middle Temporal Gyrus, posterior division	cope	107.41934079388267	-6.044756594677216
10718	12	13	Middle Temporal Gyrus, temporooccipital part	cope	30.307274759328184	0.8964361331157868
10718	13	14	Inferior Temporal Gyrus, anterior division	cope	-263.5534261415696	0.34322487284049125
10718	14	15	Inferior Temporal Gyrus, posterior division	cope	-37.74255178746522	-2.594035211748169
10718	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	162.94465120564868	-8.331355599033188
10718	16	17	Postcentral Gyrus	cope	34.4774936869449	-0.8240470822576595
10718	17	18	Superior Parietal Lobule	cope	229.78611490200825	1.8803217238538807
10718	18	19	Supramarginal Gyrus, anterior division	cope	-15.88743244909371	3.451395177741156
10718	19	20	Supramarginal Gyrus, posterior division	cope	-12.719575999959096	2.378697456021768
10718	20	21	Angular Gyrus	cope	35.296926846207704	-5.88589779387863
10718	21	22	Lateral Occipital Cortex, superior division	cope	209.22277128798086	-6.52637623493141
10718	22	23	Lateral Occipital Cortex, inferior division	cope	157.1732622498048	-1.3728235986391089
10718	23	24	Intracalcarine Cortex	cope	300.59533713439095	-9.520147513772146
10718	24	25	Frontal Medial Cortex	cope	52.00850834491405	-18.82112912532497
10718	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	56.23910144333904	1.958435306659069
10718	26	27	Subcallosal Cortex	cope	114.13189340210877	-10.02120965696298
10718	27	28	Paracingulate Gyrus	cope	-50.71786347389672	-10.31468713923746
10718	28	29	Cingulate Gyrus, anterior division	cope	35.066325848495936	-8.370503146206305
10718	29	30	Cingulate Gyrus, posterior division	cope	178.42353631721224	-11.5347253617164
10718	30	31	Precuneous Cortex	cope	276.59618888728625	-6.644113892610312
10718	31	32	Cuneal Cortex	cope	123.66168147781471	-7.330089042198631
10718	32	33	Frontal Orbital Cortex	cope	3.3447111416573665	-12.218419866887732
10718	33	34	Parahippocampal Gyrus, anterior division	cope	-61.29291877704384	-1.1559418528258338
10718	34	35	Parahippocampal Gyrus, posterior division	cope	95.2734797135839	-3.7189793494776033
10718	35	36	Lingual Gyrus	cope	162.10822490424763	-6.366959286232286
10718	36	37	Temporal Fusiform Cortex, anterior division	cope	-68.58918908470912	-1.1246296117769172
10718	37	38	Temporal Fusiform Cortex, posterior division	cope	20.442436758550638	0.12817418424928761
10718	38	39	Temporal Occipital Fusiform Cortex	cope	193.75266734406918	-2.592554553305801
10718	39	40	Occipital Fusiform Gyrus	cope	387.01681464272536	-3.8339189361472577
10718	40	41	Frontal Operculum Cortex	cope	-48.650404605544914	-4.45692627938433
10718	41	42	Central Opercular Cortex	cope	109.21798927310712	1.3416397928525188
10718	42	43	Parietal Operculum Cortex	cope	146.07884101486448	-0.002348815029496469
10718	43	44	Planum Polare	cope	1.8042672243793958	-1.19547356408843
10718	44	45	Heschl's Gyrus (includes H1 and H2)	cope	91.51045769205841	-3.6123745475427897
10718	45	46	Planum Temporale	cope	104.43934114454856	-0.050368974470324464
10718	46	47	Supracalcarine Cortex	cope	277.13799785045865	-10.727486800640188
10718	47	48	Occipital Pole	cope	211.58537793911555	-6.029762045840571
10720	0	1	Frontal Pole	cope	53.027754220063706	-1.7784148451870385
10720	1	2	Insular Cortex	cope	-23.578235198789443	-1.3990136828954851
10720	2	3	Superior Frontal Gyrus	cope	75.07093409365528	1.0655317845086325
10720	3	4	Middle Frontal Gyrus	cope	71.83318706288715	-1.665313445129961
10720	4	5	Inferior Frontal Gyrus, pars triangularis	cope	11.28737526044352	-0.3661736405909557
10720	5	6	Inferior Frontal Gyrus, pars opercularis	cope	2.40184684003596	-2.9393728052986074
10720	6	7	Precentral Gyrus	cope	-21.19332120067367	-2.645250722610335
10720	7	8	Temporal Pole	cope	-5.792812505997694	0.04448216427813301
10720	8	9	Superior Temporal Gyrus, anterior division	cope	-36.55367779575097	-1.62020066089164
10720	9	10	Superior Temporal Gyrus, posterior division	cope	-25.503377956858316	-1.9748372942656762
10720	10	11	Middle Temporal Gyrus, anterior division	cope	39.49805956011388	-0.2621629437348291
10720	11	12	Middle Temporal Gyrus, posterior division	cope	29.9150623688143	-2.1786751876637642
10720	12	13	Middle Temporal Gyrus, temporooccipital part	cope	7.338152189981167	-2.3169047811556673
10720	13	14	Inferior Temporal Gyrus, anterior division	cope	36.542442680815974	-0.1428790224727089
10720	14	15	Inferior Temporal Gyrus, posterior division	cope	73.91214050739144	-1.2725978947581182
10720	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	29.446421523752218	0.2778918241817893
10720	16	17	Postcentral Gyrus	cope	-44.83206069859474	-2.9608076486675796
10720	17	18	Superior Parietal Lobule	cope	47.54026307181267	-0.808897914668309
10720	18	19	Supramarginal Gyrus, anterior division	cope	34.8738385943351	-1.50318330531181
10720	19	20	Supramarginal Gyrus, posterior division	cope	5.359938968254908	-0.7411902659637162
10720	20	21	Angular Gyrus	cope	21.714665453436638	-0.7692959396340553
10720	21	22	Lateral Occipital Cortex, superior division	cope	79.62576729612215	-3.166854838467826
10720	22	23	Lateral Occipital Cortex, inferior division	cope	75.75581803427129	-0.9197648099368948
10720	23	24	Intracalcarine Cortex	cope	25.466506941783955	-2.0379890251600323
10720	24	25	Frontal Medial Cortex	cope	48.81775645980387	-2.3116111125902714
10720	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	44.15460424366835	-0.12720925854896573
10720	26	27	Subcallosal Cortex	cope	-4.011510963623341	-0.46669658185811175
10720	27	28	Paracingulate Gyrus	cope	38.865071430569735	1.4063153884848518
10720	28	29	Cingulate Gyrus, anterior division	cope	16.11696532829586	0.1289805715106491
10720	29	30	Cingulate Gyrus, posterior division	cope	123.62644244245121	-5.038088425355298
10720	30	31	Precuneous Cortex	cope	76.28771986435444	-7.2806492268975145
10720	31	32	Cuneal Cortex	cope	-11.980368588161046	-8.006219064217978
10720	32	33	Frontal Orbital Cortex	cope	-47.58467221703525	-1.0841062984251988
10720	33	34	Parahippocampal Gyrus, anterior division	cope	27.227473719985085	-4.134871594543956
10720	34	35	Parahippocampal Gyrus, posterior division	cope	19.26443813184522	-3.455816307062072
10720	35	36	Lingual Gyrus	cope	-25.51125978416997	-3.862303431057616
10720	36	37	Temporal Fusiform Cortex, anterior division	cope	17.311693238028397	0.8266626965280965
10720	37	38	Temporal Fusiform Cortex, posterior division	cope	47.95973543709275	-1.2451469306994338
10720	38	39	Temporal Occipital Fusiform Cortex	cope	-2.915415886243903	-2.62336071285884
10720	39	40	Occipital Fusiform Gyrus	cope	170.08373488554167	-0.888863059383068
10720	40	41	Frontal Operculum Cortex	cope	14.621824968950587	-1.8544931745669264
10720	41	42	Central Opercular Cortex	cope	-71.76083888484935	-3.3486094330328235
10720	42	43	Parietal Operculum Cortex	cope	-40.92895282335996	-2.593625674515887
10720	43	44	Planum Polare	cope	-92.74055555462837	-1.4883305567195853
10720	44	45	Heschl's Gyrus (includes H1 and H2)	cope	-18.97594217386114	-4.126751251561644
10720	45	46	Planum Temporale	cope	-65.93124097717767	-1.6800443496131996
10720	46	47	Supracalcarine Cortex	cope	-3.727843339138843	-4.249994368862083
10720	47	48	Occipital Pole	cope	100.20146991289135	-0.9456691339020377
10723	0	1	Frontal Pole	cope	27.08001598122111	5.158525636329782
10723	1	2	Insular Cortex	cope	58.40902695737657	2.9352908946600453
10723	2	3	Superior Frontal Gyrus	cope	-12.93508651216756	5.525954585638727
10723	3	4	Middle Frontal Gyrus	cope	34.310358160537064	5.617838665677962
10723	4	5	Inferior Frontal Gyrus, pars triangularis	cope	54.369142558186425	2.884181278517444
10723	5	6	Inferior Frontal Gyrus, pars opercularis	cope	130.17181077954052	4.107882061639115
10723	6	7	Precentral Gyrus	cope	78.10126307238353	1.769352383630175
10723	7	8	Temporal Pole	cope	-30.017451474404492	2.837683543423856
10723	8	9	Superior Temporal Gyrus, anterior division	cope	-37.967853991801924	5.22183131140012
10723	9	10	Superior Temporal Gyrus, posterior division	cope	43.73129473580652	2.0165314636368596
10723	10	11	Middle Temporal Gyrus, anterior division	cope	-84.53106412674065	4.721749521439909
10723	11	12	Middle Temporal Gyrus, posterior division	cope	-15.610567950890234	5.009334217335039
10723	12	13	Middle Temporal Gyrus, temporooccipital part	cope	-28.41363297566833	2.8083318147188288
10723	13	14	Inferior Temporal Gyrus, anterior division	cope	-197.1592566303953	2.738048147928168
10723	14	15	Inferior Temporal Gyrus, posterior division	cope	53.063622421013015	5.753413631471324
10723	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	-115.0078457432674	9.778653198012165
10723	16	17	Postcentral Gyrus	cope	46.10938124867075	1.2529618906098134
10723	17	18	Superior Parietal Lobule	cope	16.055331798989002	0.9523117797109457
10723	18	19	Supramarginal Gyrus, anterior division	cope	-45.57959200966482	1.2854479066147986
10723	19	20	Supramarginal Gyrus, posterior division	cope	22.597750491628776	2.421786011067043
10723	20	21	Angular Gyrus	cope	16.368489860731938	2.0774513973871027
10723	21	22	Lateral Occipital Cortex, superior division	cope	2.8798128419759257	5.3386146521833355
10723	22	23	Lateral Occipital Cortex, inferior division	cope	-117.7514732432758	5.657586121881481
10723	23	24	Intracalcarine Cortex	cope	-144.6716646637898	7.508877058585939
10723	24	25	Frontal Medial Cortex	cope	63.19053794475312	9.595260508185094
10723	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	57.66786052931	0.21473877265344601
10723	26	27	Subcallosal Cortex	cope	22.97308212702091	3.5645851804444995
10723	27	28	Paracingulate Gyrus	cope	-0.10706060236652955	4.2650618158014755
10723	28	29	Cingulate Gyrus, anterior division	cope	-11.052881074627324	3.9496764547389613
10723	29	30	Cingulate Gyrus, posterior division	cope	33.11374977005379	7.772958672591618
10723	30	31	Precuneous Cortex	cope	-10.659542527823032	6.212030341119013
10723	31	32	Cuneal Cortex	cope	-151.0425793276129	6.776849631762169
10723	32	33	Frontal Orbital Cortex	cope	6.187532358573898	4.228813857884375
10723	33	34	Parahippocampal Gyrus, anterior division	cope	85.18081324329945	-1.3829257880220092
10723	34	35	Parahippocampal Gyrus, posterior division	cope	-184.53317774646686	3.9293408743351836
10723	35	36	Lingual Gyrus	cope	-130.0341984250104	6.861038179501235
10723	36	37	Temporal Fusiform Cortex, anterior division	cope	142.9134160271773	0.6996099947826236
10723	37	38	Temporal Fusiform Cortex, posterior division	cope	-20.28915986690587	3.896080420205046
10723	38	39	Temporal Occipital Fusiform Cortex	cope	-156.00142971613525	7.508925711382417
10723	39	40	Occipital Fusiform Gyrus	cope	-60.08541037334545	9.781576853516064
10723	40	41	Frontal Operculum Cortex	cope	156.30240190104277	-2.0537179245010897
10723	41	42	Central Opercular Cortex	cope	-16.071533301730483	2.429452365441821
10723	42	43	Parietal Operculum Cortex	cope	58.40125161560659	-1.602447373653067
10723	43	44	Planum Polare	cope	-47.30795619551462	4.607601571941876
10723	44	45	Heschl's Gyrus (includes H1 and H2)	cope	9.69708503995623	-1.2227041953788376
10723	45	46	Planum Temporale	cope	94.6753500262456	0.9877909346666817
10723	46	47	Supracalcarine Cortex	cope	-330.9641354616652	12.438445890520482
10723	47	48	Occipital Pole	cope	-90.40031571783246	6.395768128275169
10741	0	1	Frontal Pole	cope	155.48795439314648	-0.24140675777733467
10741	1	2	Insular Cortex	cope	143.61866050216247	0.7862011052211976
10741	2	3	Superior Frontal Gyrus	cope	167.72903176056542	-0.9658400597336927
