subject	xml_index	nifti_value	roi_name	quantity	tg_recip_gt_nonrecip	ug_fairness_pmod
10478	44	45	Heschl's Gyrus (includes H1 and H2)	cope	-4.825590358901134	-7.573729522938278
10478	45	46	Planum Temporale	cope	-42.02667540642033	-4.655089845514529
10478	46	47	Supracalcarine Cortex	cope	126.50195777162592	-2.379345625916377
10478	47	48	Occipital Pole	cope	14.05518731779394	-3.24353928761188
10486	0	1	Frontal Pole	cope	-46.837470119815286	4.9727142050806314
10486	1	2	Insular Cortex	cope	206.92362140735887	-3.472840535987505
10486	2	3	Superior Frontal Gyrus	cope	-39.707150442100875	5.142950414450547
10486	3	4	Middle Frontal Gyrus	cope	15.111343192449393	3.3839483218314417
10486	4	5	Inferior Frontal Gyrus, pars triangularis	cope	51.189111666805154	0.17720066819904978
10486	5	6	Inferior Frontal Gyrus, pars opercularis	cope	-15.698707793835814	-3.8854590297908587
10486	6	7	Precentral Gyrus	cope	122.42097517165963	-1.387371062359479
10486	7	8	Temporal Pole	cope	55.910123144465274	-5.774322986441424
10486	8	9	Superior Temporal Gyrus, anterior division	cope	-49.04859525729449	-5.047736370432166
10486	9	10	Superior Temporal Gyrus, posterior division	cope	-165.0177119811634	-8.464021099610376
10486	10	11	Middle Temporal Gyrus, anterior division	cope	19.171759175898423	1.0611649180414962
10486	11	12	Middle Temporal Gyrus, posterior division	cope	-169.8917506194633	0.6014075569326257
10486	12	13	Middle Temporal Gyrus, temporooccipital part	cope	24.487494210572976	-3.027556668170196
10486	13	14	Inferior Temporal Gyrus, anterior division	cope	49.79345643097127	-14.389465611714582
10486	14	15	Inferior Temporal Gyrus, posterior division	cope	73.84382286092924	-3.5882251667408087
10486	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	282.0424919520147	-2.944784514112537
10486	16	17	Postcentral Gyrus	cope	47.05867965941844	-5.220898953732508
10486	17	18	Superior Parietal Lobule	cope	236.43472398797985	-4.774797999275618
10486	18	19	Supramarginal Gyrus, anterior division	cope	252.6965903463601	-3.33545264803494
10486	19	20	Supramarginal Gyrus, posterior division	cope	64.64404306447989	-4.188234217389411
10486	20	21	Angular Gyrus	cope	-68.25834946614232	-1.793942683424238
10486	21	22	Lateral Occipital Cortex, superior division	cope	69.98895792333866	-2.7971164463124922
10486	22	23	Lateral Occipital Cortex, inferior division	cope	183.09358767152864	1.6336175221553244
10486	23	24	Intracalcarine Cortex	cope	318.5028608492956	-1.0773456037363422
10486	24	25	Frontal Medial Cortex	cope	-188.74192181440955	2.1611139397169894
10486	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	195.76501312912316	-1.645961171897078
10486	26	27	Subcallosal Cortex	cope	-332.42353318379475	19.14702056646347
10486	27	28	Paracingulate Gyrus	cope	18.419105320361812	0.3306540084444163
10486	28	29	Cingulate Gyrus, anterior division	cope	197.8388793401073	-3.3068095400152036
10486	29	30	Cingulate Gyrus, posterior division	cope	203.28473301451547	-3.035913409064923
10486	30	31	Precuneous Cortex	cope	167.17537776758488	-3.1847914660989027
10486	31	32	Cuneal Cortex	cope	311.7447693982304	-7.5766636543378585
10486	32	33	Frontal Orbital Cortex	cope	-91.99651503474787	-2.891313242135559
10486	33	34	Parahippocampal Gyrus, anterior division	cope	-9.060567544493	-14.020871393506177
10486	34	35	Parahippocampal Gyrus, posterior division	cope	-51.48423456425937	3.0649722133323833
10486	35	36	Lingual Gyrus	cope	414.50507048361214	-7.887255366466306
10486	36	37	Temporal Fusiform Cortex, anterior division	cope	300.8629237700861	-18.555339963987787
10486	37	38	Temporal Fusiform Cortex, posterior division	cope	159.99743482901388	-5.952024540259614
10486	38	39	Temporal Occipital Fusiform Cortex	cope	117.13493431180338	-1.211387843799661
10486	39	40	Occipital Fusiform Gyrus	cope	171.71116176639492	1.2682941728656034
10486	40	41	Frontal Operculum Cortex	cope	25.281841607654798	-13.426686751648408
10486	41	42	Central Opercular Cortex	cope	142.64211695158411	-6.236680718499326
10486	42	43	Parietal Operculum Cortex	cope	142.78673564343887	-1.4379500181834937
10486	43	44	Planum Polare	cope	209.01594949132613	-3.2099355558175167
10486	44	45	Heschl's Gyrus (includes H1 and H2)	cope	187.7032967470758	-1.8008148218526543
10486	45	46	Planum Temporale	cope	143.484985698128	-0.30834906200499085
10486	46	47	Supracalcarine Cortex	cope	318.16920895779384	3.6048989964926497
10486	47	48	Occipital Pole	cope	183.56848181498086	3.3150542100513682
10581	0	1	Frontal Pole	cope	30.456659769558566	1.6386932101937106
10581	1	2	Insular Cortex	cope	-89.10399321207136	-5.790215675207619
10581	2	3	Superior Frontal Gyrus	cope	53.75371548193543	5.679120263306999
10581	3	4	Middle Frontal Gyrus	cope	55.28593432511808	3.689847351038179
10581	4	5	Inferior Frontal Gyrus, pars triangularis	cope	-32.84736083133505	-1.3250915951067752
10581	5	6	Inferior Frontal Gyrus, pars opercularis	cope	-28.750770091124185	-0.6798268169143885
10581	6	7	Precentral Gyrus	cope	-40.48376137904695	3.2020421006668873
10581	7	8	Temporal Pole	cope	-130.1609159213849	1.5607771942870223
10581	8	9	Superior Temporal Gyrus, anterior division	cope	-59.313912734618555	-1.4074282244612009
10581	9	10	Superior Temporal Gyrus, posterior division	cope	-32.842009769147865	-0.889072929496889
10581	10	11	Middle Temporal Gyrus, anterior division	cope	33.596398653201206	0.1509853698424439
10581	11	12	Middle Temporal Gyrus, posterior division	cope	29.287986915725146	3.8445824401355586
10581	12	13	Middle Temporal Gyrus, temporooccipital part	cope	3.8649218767430464	10.538912362704743
10581	13	14	Inferior Temporal Gyrus, anterior division	cope	-75.99542741944803	9.096788651712195
10581	14	15	Inferior Temporal Gyrus, posterior division	cope	90.18589585523499	-8.722779226061906
10581	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	57.8960795035558	11.028411257921704
10581	16	17	Postcentral Gyrus	cope	-41.35302117847878	2.885293242531606
10581	17	18	Superior Parietal Lobule	cope	145.13156986173996	3.2461427311312767
10581	18	19	Supramarginal Gyrus, anterior division	cope	-73.71691901153989	2.935949300809039
10581	19	20	Supramarginal Gyrus, posterior division	cope	34.641017321477065	2.576625436247402
10581	20	21	Angular Gyrus	cope	-67.17764863954281	6.400277386153552
10581	21	22	Lateral Occipital Cortex, superior division	cope	57.881850356440864	7.592698043397017
10581	22	23	Lateral Occipital Cortex, inferior division	cope	-2.8792297099125204	7.7757042043843
10581	23	24	Intracalcarine Cortex	cope	-47.60057892473523	8.917637490794236
10581	24	25	Frontal Medial Cortex	cope	181.80280977487564	10.867785874861523
10581	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	-248.08617816311684	5.480334012633869
10581	26	27	Subcallosal Cortex	cope	-145.04989502298145	15.626334104601007
10581	27	28	Paracingulate Gyrus	cope	-33.56632677180906	1.925267489541537
10581	28	29	Cingulate Gyrus, anterior division	cope	-54.28972357676475	-0.15073395980585177
10581	29	30	Cingulate Gyrus, posterior division	cope	47.26257037120206	9.806206012368468
10581	30	31	Precuneous Cortex	cope	-46.53816877427818	4.026969445713069
10581	31	32	Cuneal Cortex	cope	-102.09511910600303	6.5318239461991965
10581	32	33	Frontal Orbital Cortex	cope	-29.094229858540782	6.111994904010641
10581	33	34	Parahippocampal Gyrus, anterior division	cope	25.351912818123807	5.369854970868117
10581	34	35	Parahippocampal Gyrus, posterior division	cope	-225.0093897081771	1.6017224086905426
10581	35	36	Lingual Gyrus	cope	-16.71228608197046	7.5380863277203884
10581	36	37	Temporal Fusiform Cortex, anterior division	cope	-207.3089385184836	2.947282119000212
10581	37	38	Temporal Fusiform Cortex, posterior division	cope	-31.59821825152625	1.29689820880221
10581	38	39	Temporal Occipital Fusiform Cortex	cope	-33.288784830738365	0.20865360510015143
10581	39	40	Occipital Fusiform Gyrus	cope	78.1779402242888	6.299937063554695
10581	40	41	Frontal Operculum Cortex	cope	-54.94877529970738	-1.6742485357495416
10581	41	42	Central Opercular Cortex	cope	-126.6441272221877	-1.1415563898619887
10581	42	43	Parietal Operculum Cortex	cope	-227.09315153638724	4.142928851517816
10581	43	44	Planum Polare	cope	-98.09516464116919	-18.774377316862118
10581	44	45	Heschl's Gyrus (includes H1 and H2)	cope	-72.11779751755675	-16.23892629846999
10581	45	46	Planum Temporale	cope	-84.43500552844473	-12.607303312724234
10581	46	47	Supracalcarine Cortex	cope	-128.47868959447172	6.5161594775445915
10581	47	48	Occipital Pole	cope	11.802045194098168	5.252475401933825
10584	0	1	Frontal Pole	cope	138.7013935514961	-0.7210042311776508
10584	1	2	Insular Cortex	cope	139.14184774450774	5.664517818069845
10584	2	3	Superior Frontal Gyrus	cope	156.81240818184918	-6.993382577896635
10584	3	4	Middle Frontal Gyrus	cope	193.8521776355007	-7.062426983743143
10584	4	5	Inferior Frontal Gyrus, pars triangularis	cope	83.47353413824095	-2.6405909887831145
10584	5	6	Inferior Frontal Gyrus, pars opercularis	cope	75.31805515145281	-0.6430993030283974
10584	6	7	Precentral Gyrus	cope	109.21979809126368	4.263303680935548
10584	7	8	Temporal Pole	cope	17.824039036795096	-1.8239667810520424
10584	8	9	Superior Temporal Gyrus, anterior division	cope	24.778441636990276	-2.1365096918283366
10584	9	10	Superior Temporal Gyrus, posterior division	cope	-9.780363154875769	-1.8570391533650834
10584	10	11	Middle Temporal Gyrus, anterior division	cope	78.50751753974316	-5.852913682729896
10584	11	12	Middle Temporal Gyrus, posterior division	cope	52.7052362889876	-6.721036020690288
10584	12	13	Middle Temporal Gyrus, temporooccipital part	cope	35.130373897863635	-1.0934367777069998
10584	13	14	Inferior Temporal Gyrus, anterior division	cope	-113.97332907498941	-1.129556327033237
10584	14	15	Inferior Temporal Gyrus, posterior division	cope	191.15045386024167	1.3547701764347944
10584	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	127.46324011750185	-1.3734150953945328
10584	16	17	Postcentral Gyrus	cope	108.34084230617337	4.589526523098592
10584	17	18	Superior Parietal Lobule	cope	152.42137069464354	5.24195958309736
10584	18	19	Supramarginal Gyrus, anterior division	cope	185.7557010491689	10.157260919548571
10584	19	20	Supramarginal Gyrus, posterior division	cope	141.50472460018622	7.4854810041652335
10584	20	21	Angular Gyrus	cope	187.03370954799774	1.1146097418894698
10584	21	22	Lateral Occipital Cortex, superior division	cope	119.5317397238995	-0.47718339571779417
10584	22	23	Lateral Occipital Cortex, inferior division	cope	111.4815862411094	-0.5859719020193994
10584	23	24	Intracalcarine Cortex	cope	119.5529402545164	4.2507165392375175
10584	24	25	Frontal Medial Cortex	cope	130.07245750894361	-10.575622472357242
10584	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	159.81409018547149	10.22935105843243
10584	26	27	Subcallosal Cortex	cope	56.90661425556128	1.7651206783663769
10584	27	28	Paracingulate Gyrus	cope	181.02188333891536	0.545089415208478
10584	28	29	Cingulate Gyrus, anterior division	cope	200.99546551237168	6.648768847393883
10584	29	30	Cingulate Gyrus, posterior division	cope	361.33075209133966	-3.542669381942068
10584	30	31	Precuneous Cortex	cope	181.9670485459148	1.1802237816009842
10584	31	32	Cuneal Cortex	cope	137.89691280565347	0.7373027521249592
10584	32	33	Frontal Orbital Cortex	cope	183.36458862064725	0.011525093794709102
10584	33	34	Parahippocampal Gyrus, anterior division	cope	110.06446419405727	-4.261825089829158
10584	34	35	Parahippocampal Gyrus, posterior division	cope	194.19613926050798	-13.828811241601999
10584	35	36	Lingual Gyrus	cope	80.83782222641082	-2.3362928232204485
10584	36	37	Temporal Fusiform Cortex, anterior division	cope	115.44849146511538	-1.9790526922290206
10584	37	38	Temporal Fusiform Cortex, posterior division	cope	121.43028035126434	-2.684822904718671
10584	38	39	Temporal Occipital Fusiform Cortex	cope	174.25196086153198	1.6529203014714378
10584	39	40	Occipital Fusiform Gyrus	cope	266.6242612376581	-4.259689269704169
10584	40	41	Frontal Operculum Cortex	cope	40.85174289984362	13.631497906879014
10584	41	42	Central Opercular Cortex	cope	105.09358338308125	9.150406187994248
10584	42	43	Parietal Operculum Cortex	cope	76.01300760536327	11.530521889467757
10584	43	44	Planum Polare	cope	-8.000411893688996	-8.74720436994356
10584	44	45	Heschl's Gyrus (includes H1 and H2)	cope	43.67711342424841	4.007501946341607
10584	45	46	Planum Temporale	cope	-51.35809034918154	5.297767579920559
10584	46	47	Supracalcarine Cortex	cope	168.94000212816482	3.248086716028604
10584	47	48	Occipital Pole	cope	124.95905259579627	-0.4119211939928817
10589	0	1	Frontal Pole	cope	-61.11223524948244	0.6558903915832927
10589	1	2	Insular Cortex	cope	82.83074829843444	-1.519094299501167
10589	2	3	Superior Frontal Gyrus	cope	-149.3477289623105	0.0891306840734684
10589	3	4	Middle Frontal Gyrus	cope	28.889785540111703	0.7218850351803725
10589	4	5	Inferior Frontal Gyrus, pars triangularis	cope	27.855715474335973	-3.7622535474248093
10589	5	6	Inferior Frontal Gyrus, pars opercularis	cope	19.17912093652447	-3.699077135730936
10589	6	7	Precentral Gyrus	cope	74.06224745111392	-0.9730961000196259
10589	7	8	Temporal Pole	cope	-14.429756935734982	-1.178167288087844
10589	8	9	Superior Temporal Gyrus, anterior division	cope	53.06945494168844	-2.802023859656392
10589	9	10	Superior Temporal Gyrus, posterior division	cope	-24.304723104147556	0.6872200133496678
10589	10	11	Middle Temporal Gyrus, anterior division	cope	37.89006041626432	-4.488872067469047
10589	11	12	Middle Temporal Gyrus, posterior division	cope	-28.026819209778026	-1.2701020450773004
10589	12	13	Middle Temporal Gyrus, temporooccipital part	cope	36.245070919373994	0.8853043667572401
10589	13	14	Inferior Temporal Gyrus, anterior division	cope	-64.37204771916542	-5.987695991375743
10589	14	15	Inferior Temporal Gyrus, posterior division	cope	-30.960220159157416	-2.0111137760881572
10589	15	16	Inferior Temporal Gyrus, temporooccipital part	cope	-97.23895134443222	-4.0439323359901005
10589	16	17	Postcentral Gyrus	cope	1.1540046185514201	-2.8813124798161343
10589	17	18	Superior Parietal Lobule	cope	-3.6008757415406034	-2.2618433555998787
10589	18	19	Supramarginal Gyrus, anterior division	cope	212.21741818598022	-1.1046595652548772
10589	19	20	Supramarginal Gyrus, posterior division	cope	110.27081719479851	1.6869771619066218
10589	20	21	Angular Gyrus	cope	-16.574978035718658	2.49233803280238
10589	21	22	Lateral Occipital Cortex, superior division	cope	-58.99124431720972	-2.666763374488955
10589	22	23	Lateral Occipital Cortex, inferior division	cope	-88.40208603963207	-5.153660877581041
10589	23	24	Intracalcarine Cortex	cope	95.20681861941323	0.42796884486107484
10589	24	25	Frontal Medial Cortex	cope	-85.68998795549604	-1.5654282183634078
10589	25	26	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)	cope	58.871743485331535	-2.3520235489342816
10589	26	27	Subcallosal Cortex	cope	-105.04180148719595	4.56304744550815
10589	27	28	Paracingulate Gyrus	cope	-87.6312140896705	0.20427810403676094
10589	28	29	Cingulate Gyrus, anterior division	cope	7.2316470445938785	4.070787820653296
10589	29	30	Cingulate Gyrus, posterior division	cope	-0.10173434846741812	0.33617940525950063
10589	30	31	Precuneous Cortex	cope	19.593973838120416	-1.1394202850034625
10589	31	32	Cuneal Cortex	cope	93.40077318968106	-1.0604239149295835
10589	32	33	Frontal Orbital Cortex	cope	-71.96786528779452	0.1954760498224367
10589	33	34	Parahippocampal Gyrus, anterior division	cope	-45.875646722362895	-7.507018179228876
10589	34	35	Parahippocampal Gyrus, posterior division	cope	-146.64570476064142	-5.12411552226206
10589	35	36	Lingual Gyrus	cope	57.162846558900014	-0.14789605982316967
10589	36	37	Temporal Fusiform Cortex, anterior division	cope	-49.07582705663451	-1.5817887029537918
10589	37	38	Temporal Fusiform Cortex, posterior division	cope	-67.27463933206107	-2.870760660836547
10589	38	39	Temporal Occipital Fusiform Cortex	cope	-128.11443434723031	-3.3267140247013627
10589	39	40	Occipital Fusiform Gyrus	cope	-53.783232787333496	-4.938895113603853
