i	j	k	mni_x_mm	mni_y_mm	mni_z_mm	tg_mean_cope_recip_gt_nonrecip	tg_sd_cope_recip_gt_nonrecip	tg_sem_cope_recip_gt_nonrecip	ug_mean_cope_fairness_pmod	ug_sd_cope_fairness_pmod	ug_sem_cope_fairness_pmod	signed_odr_residual
14	37	24	-37.000002	-9.900001	-0.719999	8.905401801	213.6806677	18.59851488	2.217888028	9.034616948	0.7863624704	1.562820783
14	37	25	-37.000002	-9.900001	2.250001	20.4019737	224.2425329	19.51780725	1.70378287	7.934787232	0.6906345809	0.9472844799
14	37	26	-37.000002	-9.900001	5.220001	25.76281594	222.6455659	19.37880911	0.7083597513	8.429213088	0.733668828	-0.09540647609
14	37	27	-37.000002	-9.900001	8.190001	36.51424109	207.5346092	18.06356915	0.4650319014	8.395093093	0.7306990636	-0.4336004878
14	37	28	-37.000002	-9.900001	11.160001	24.55861111	222.4034675	19.35773715	0.5825225809	8.951320143	0.7791124141	-0.2106122765
14	37	29	-37.000002	-9.900001	14.130001	6.878896572	240.3163438	20.91685291	1.105422262	9.69842246	0.8441393241	0.4682811681
14	38	21	-37.000002	-7.200001	-9.629999	-19.27675968	223.0741059	19.41610873	0.1456504348	7.903447888	0.6879068412	-0.2606434673
14	38	22	-37.000002	-7.200001	-6.659999	-3.373689972	214.3293031	18.65497135	1.271928386	8.332219102	0.7252265851	0.7252544585
14	38	23	-37.000002	-7.200001	-3.689999	-6.911545613	230.4805828	20.0607598	2.15380457	8.756765246	0.7621785839	1.638316009
14	38	24	-37.000002	-7.200001	-0.719999	17.52760455	217.8348478	18.96008985	2.503100168	8.340485255	0.7259460613	1.771935441
14	38	25	-37.000002	-7.200001	2.250001	28.8243376	214.6633305	18.6840447	1.865094147	8.15031671	0.7093940141	1.034266573
14	38	26	-37.000002	-7.200001	5.220001	31.41035661	206.7127631	17.99203663	1.427214298	8.268981128	0.719722426	0.5735835239
14	38	27	-37.000002	-7.200001	8.190001	46.78600247	207.8623793	18.09209788	0.6930033532	8.249689816	0.7180433328	-0.2962807698
14	38	28	-37.000002	-7.200001	11.160001	50.11573549	223.6718847	19.4681387	0.5657831779	8.697856571	0.7570512419	-0.452879123
14	38	29	-37.000002	-7.200001	14.130001	42.61126061	250.5953423	21.81152489	0.9679174725	10.16654094	0.8848838076	0.01546253258
14	39	20	-37.000002	-4.500001	-12.599999	-20.53743934	234.5970668	20.41905374	0.2018841244	7.834767039	0.6819289406	-0.1932871365
14	39	21	-37.000002	-4.500001	-9.629999	-10.99525237	238.8354656	20.78795901	0.03712193295	8.005365118	0.6967775974	-0.4422476621
14	39	22	-37.000002	-4.500001	-6.659999	10.48315222	218.6274862	19.02908016	0.9803761226	7.878663817	0.6857496646	0.3114342487
14	39	23	-37.000002	-4.500001	-3.689999	23.0814496	240.5034528	20.93313865	2.292520456	8.121857361	0.7069169457	1.512354186
14	39	24	-37.000002	-4.500001	-0.719999	43.78822472	230.492048	20.06175772	2.577890675	7.828618077	0.6813937421	1.614986963
14	39	25	-37.000002	-4.500001	2.250001	48.19798957	215.2686525	18.73673121	1.945784894	7.513285746	0.6539475856	0.943991953
14	39	26	-37.000002	-4.500001	5.220001	44.15269127	199.6250969	17.37513447	1.489722482	8.276393461	0.7203675867	0.5236449149
14	39	27	-37.000002	-4.500001	8.190001	59.46371719	201.5330585	17.54120121	1.065731881	7.796984112	0.6786403589	-0.03544087716
14	39	28	-37.000002	-4.500001	11.160001	78.18194762	204.2068827	17.77392774	1.157352072	8.301067856	0.7225152172	-0.1090027287
14	39	29	-37.000002	-4.500001	14.130001	86.21765836	243.7612975	21.21669764	1.479152747	9.629007028	0.8380974863	0.1418745221
14	40	19	-37.000002	-1.800001	-15.569999	-31.23061195	230.7175704	20.08138692	-0.4216835731	8.794734789	0.7654834084	-0.7224689662
14	40	20	-37.000002	-1.800001	-12.599999	-12.82131596	217.9868545	18.97332033	0.4353730176	7.744296848	0.6740545212	-0.02789803923
14	40	21	-37.000002	-1.800001	-9.629999	-5.172469089	244.4542265	21.27700937	0.6285961102	8.464035195	0.7366997034	0.09782050481
14	40	22	-37.000002	-1.800001	-6.659999	16.11232838	249.4740474	21.71392869	1.227939503	8.68445188	0.7558845133	0.5093134896
14	40	23	-37.000002	-1.800001	-3.689999	42.23185336	248.812718	21.65636736	1.894293083	8.901040728	0.7747361528	0.9451501417
14	40	24	-37.000002	-1.800001	-0.719999	60.54513215	221.4106969	19.27132756	1.791266579	7.897048592	0.6873498539	0.6805226567
14	40	25	-37.000002	-1.800001	2.250001	57.11798702	212.7726548	18.5194825	1.637252196	7.38875305	0.6431084057	0.5567570128
14	40	26	-37.000002	-1.800001	5.220001	55.81349801	206.4074796	17.96546511	1.747587132	8.388958288	0.7301650974	0.6785990777
14	40	27	-37.000002	-1.800001	8.190001	77.67184151	221.0969896	19.24402284	1.786469584	8.345719696	0.7264016609	0.5245917034
14	40	28	-37.000002	-1.800001	11.160001	98.05129561	218.5634001	19.02350218	1.79445645	8.981572246	0.7817455217	0.3527403631
14	41	19	-37.000002	0.899999	-15.569999	-40.43467791	244.8870151	21.31467878	0.4195779226	9.806138631	0.8535148134	0.1999807841
14	41	20	-37.000002	0.899999	-12.599999	5.540929715	211.8395943	18.43827001	1.196797101	9.531068159	0.8295730019	0.5714592982
14	41	21	-37.000002	0.899999	-9.629999	22.48213239	213.3717311	18.57162539	1.339760704	9.248817099	0.8050062005	0.5649201875
14	41	22	-37.000002	0.899999	-6.659999	25.18936222	218.8704723	19.05022938	1.199711035	8.969184204	0.780667281	0.4009861021
14	41	23	-37.000002	0.899999	-3.689999	28.63805816	224.3959211	19.53115797	0.8203091152	9.474847754	0.8246796438	-0.008833961796
14	41	24	-37.000002	0.899999	-0.719999	25.36258038	187.3010967	16.30246794	0.4657988789	9.515989047	0.8282605337	-0.334426037
14	41	25	-37.000002	0.899999	2.250001	16.20527697	199.00655	17.32129687	1.339260679	9.67975949	0.8425149211	0.6198101094
14	41	26	-37.000002	0.899999	5.220001	21.25006651	234.0099147	20.36794871	2.599330331	10.06828991	0.8763321532	1.835313102
14	41	27	-37.000002	0.899999	8.190001	42.70391925	258.8602696	22.53089448	2.537826054	9.785567865	0.8517243581	1.584492324
14	42	19	-37.000002	3.599999	-15.569999	-40.82524241	341.7323276	29.74398127	2.109010823	12.37013411	1.076681975	1.892794429
14	42	20	-37.000002	3.599999	-12.599999	29.39631003	237.4783088	20.66983367	2.538656622	10.67197963	0.9288765993	1.702755467
14	42	21	-37.000002	3.599999	-9.629999	48.00864928	195.370422	17.00481255	1.829262039	9.175395611	0.7986156802	0.8291444635
14	42	22	-37.000002	3.599999	-6.659999	28.00819468	173.8321652	15.13014793	0.7725704485	8.167725677	0.7109092702	-0.05101255796
14	42	23	-37.000002	3.599999	-3.689999	10.19475066	217.4904399	18.93011299	-0.2315335683	9.508624435	0.8276195265	-0.8978832636
14	42	24	-37.000002	3.599999	-0.719999	-10.41708911	231.6870052	20.16576539	-0.1314599647	10.55553838	0.9187416896	-0.6159249804
14	42	25	-37.000002	3.599999	2.250001	-37.80389977	282.2950752	24.57063249	1.373538115	11.52202878	1.002863881	1.130688608
14	42	26	-37.000002	3.599999	5.220001	-49.46086053	296.1742359	25.77865837	3.119706776	10.94246056	0.9524189425	2.979655788
14	42	27	-37.000002	3.599999	8.190001	-26.81054134	278.6288728	24.25153053	3.049777405	9.74074928	0.847823401	2.709852062
14	43	19	-37.000002	6.299999	-15.569999	-41.32803479	423.1208588	36.82794364	2.123776981	13.76951854	1.198482755	1.911996889
14	43	20	-37.000002	6.299999	-12.599999	19.86104356	227.6583535	19.81511627	2.602395423	11.279549	0.9817587255	1.850635467
14	43	21	-37.000002	6.299999	-9.629999	30.28725153	199.5015119	17.36437777	1.779952382	9.128729043	0.7945538768	0.9362186813
14	43	22	-37.000002	6.299999	-6.659999	2.914237289	161.3477625	14.04352014	0.5356882047	8.578184864	0.7466351568	-0.06644468664
14	43	23	-37.000002	6.299999	-3.689999	-15.64761366	201.2157906	17.51358658	-0.1910327317	9.173683578	0.7984666669	-0.6293388173
14	43	24	-37.000002	6.299999	-0.719999	-36.95602004	276.5526206	24.07081597	0.2297735641	11.00355216	0.9577362838	-0.02051349846
14	43	25	-37.000002	6.299999	2.250001	-71.76763695	336.9140386	29.32460305	1.236143851	12.17391096	1.059602942	1.293011698
14	43	26	-37.000002	6.299999	5.220001	-86.20430072	317.4229032	27.62811746	2.719519768	10.95437739	0.9534561696	2.903725774
14	44	19	-37.000002	8.999999	-15.569999	-55.05888176	345.3887062	30.06222818	0.1600088864	13.77395902	1.198869249	0.069472713
14	44	20	-37.000002	8.999999	-12.599999	-6.716623341	203.0624415	17.67431691	1.665331168	10.24988665	0.8921381213	1.14814154
14	44	21	-37.000002	8.999999	-9.629999	7.479352849	205.8486425	17.91682458	1.584446181	8.205983459	0.7142391826	0.9419877268
14	44	22	-37.000002	8.999999	-6.659999	-19.86008308	185.1320552	16.11367711	0.626274894	8.119602909	0.7067207208	0.2251097984
14	44	23	-37.000002	8.999999	-3.689999	-44.01422183	212.1313117	18.46366075	-0.04028535332	9.086031484	0.7908375313	-0.2282770059
14	44	24	-37.000002	8.999999	-0.719999	-54.42754582	311.845481	27.14266517	0.2491173512	11.39520444	0.9918252391	0.1530065028
14	44	25	-37.000002	8.999999	2.250001	-66.14246593	340.2833032	29.61785989	1.062470147	11.80858947	1.027805787	1.069705598
14	44	26	-37.000002	8.999999	5.220001	-68.34411537	302.5015452	26.32937995	2.435933526	10.57689069	0.9206001693	2.462543891
14	45	19	-37.000002	11.699999	-15.569999	-52.37602106	334.6284722	29.12567003	-0.8451447528	14.63343315	1.27367687	-0.9593166147
14	45	20	-37.000002	11.699999	-12.599999	-2.961384363	234.8677898	20.44261716	1.099422597	9.34981493	0.8137969333	0.5491170075
14	45	21	-37.000002	11.699999	-9.629999	14.6314836	199.1267342	17.33175756	1.41439356	7.832732479	0.6817518548	0.7088279583
14	45	22	-37.000002	11.699999	-6.659999	-4.805508727	213.1713865	18.55418764	0.5093424464	8.232444334	0.7165423062	-0.02466674664
14	45	23	-37.000002	11.699999	-3.689999	-30.88345454	240.1310119	20.90072184	-0.0150532215	9.862282416	0.8584015027	-0.3189179277
14	45	24	-37.000002	11.699999	-0.719999	-33.51284631	336.4897792	29.28767601	0.5377278138	12.47538771	1.085843125	0.257044575
14	45	25	-37.000002	11.699999	2.250001	-33.22297154	334.7931846	29.1400064	1.299342587	13.78388543	1.199733233	1.016071702
14	46	19	-37.000002	14.399999	-15.569999	-86.29796183	362.4115599	31.54387742	-1.927290337	14.38194239	1.25178741	-1.742076892
14	46	20	-37.000002	14.399999	-12.599999	-37.70483864	280.1369381	24.38279077	-1.300826386	11.33379303	0.986480062	-1.544445925
14	46	21	-37.000002	14.399999	-9.629999	-20.59119037	212.0429334	18.4559684	-0.4156681264	10.04836775	0.874598152	-0.8103410177
14	46	22	-37.000002	14.399999	-6.659999	-5.762772644	215.4991622	18.75679451	-0.5606151731	9.51932729	0.8285510905	-1.086135358
14	46	23	-37.000002	14.399999	-3.689999	-7.151770171	220.699729	19.20944575	-0.0243538639	9.701428402	0.8444009578	-0.5376377613
14	46	24	-37.000002	14.399999	-0.719999	-0.4001966986	294.617736	25.64318244	1.401925547	12.01603236	1.045861374	0.8290070534
14	46	25	-37.000002	14.399999	2.250001	3.663235559	316.7005895	27.56524813	1.823430115	13.55140591	1.179498488	1.21463757
14	47	21	-37.000002	17.099999	-9.629999	-111.4774259	298.8566583	26.01213328	-3.436518882	12.84405839	1.117931789	-3.02905123
14	47	22	-37.000002	17.099999	-6.659999	-56.43416358	250.5554182	21.80804994	-2.050679148	10.34649135	0.9005464804	-2.128993112
14	47	23	-37.000002	17.099999	-3.689999	-27.90132642	235.1333343	20.46572983	-0.3853421129	9.255636919	0.8055997896	-0.7155081036
14	47	24	-37.000002	17.099999	-0.719999	-14.67437577	257.484618	22.41115937	0.9397131669	10.68112412	0.9296725251	0.4927747449
14	47	25	-37.000002	17.099999	2.250001	-6.953484118	305.3586884	26.57806235	1.124981401	12.25310424	1.066495832	0.6099029828
14	48	23	-37.000002	19.799999	-3.689999	-78.00691011	291.0919914	25.33630576	-0.8161837421	9.858478249	0.8580703924	-0.7041777022
14	48	24	-37.000002	19.799999	-0.719999	-65.79408098	296.2778306	25.78767513	-0.06025102371	10.16217286	0.8845036153	-0.05604616995
14	48	25	-37.000002	19.799999	2.250001	-62.0668257	309.5885011	26.94622029	0.5979044336	11.6743547	1.01612215	0.5691926061
14	49	23	-37.000002	22.499999	-3.689999	-105.8105755	323.9415682	28.19549443	-1.424045955	11.88345487	1.034321984	-1.066663616
14	49	24	-37.000002	22.499999	-0.719999	-104.3025502	310.5042715	27.02592788	-0.6478565514	10.38728124	0.9040967854	-0.3038119605
15	31	26	-34.300002	-26.100002	5.220001	7.558043863	263.9494892	22.97385419	-0.1294307459	8.924920443	0.7768146152	-0.7725168749
15	31	27	-34.300002	-26.100002	8.190001	-19.90673047	260.1560016	22.64367347	-0.05946569404	8.759738673	0.7624373875	-0.4601924509
15	32	25	-34.300002	-23.400002	2.250001	5.657283834	285.6896053	24.86608841	0.1762198907	9.519309039	0.8285495019	-0.4501049381
15	32	26	-34.300002	-23.400002	5.220001	-14.11073153	316.3114427	27.53137725	0.4359408489	9.431083674	0.8208704695	-0.01595182006
15	32	27	-34.300002	-23.400002	8.190001	-48.4166963	332.8698113	28.97259825	0.4451156451	9.844618315	0.85686404	0.2959545998
15	32	28	-34.300002	-23.400002	11.160001	-34.78562713	310.5634711	27.03108054	0.6135652232	9.370756279	0.8156196438	0.3441106485
15	32	29	-34.300002	-23.400002	14.130001	-5.896665788	295.0720054	25.68272152	0.06440613007	9.91854589	0.8632986095	-0.4599568552
15	32	30	-34.300002	-23.400002	17.100001	9.705408624	262.8041767	22.87416753	-1.165311711	11.15647275	0.9710463123	-1.827306864
15	33	25	-34.300002	-20.700001	2.250001	-0.5573215701	265.1913481	23.08194413	0.8712826187	8.502788581	0.7400727526	0.2997713299
15	33	26	-34.300002	-20.700001	5.220001	-5.966994013	296.9193526	25.84351246	0.7611406388	9.534237282	0.8298488387	0.2373711345
15	33	27	-34.300002	-20.700001	8.190001	-37.63763449	293.9674506	25.58658236	0.6321340508	9.243309519	0.8045268272	0.3878462085
15	33	28	-34.300002	-20.700001	11.160001	-25.73336775	247.9083203	21.57764965	0.2579895745	8.423201041	0.7331455464	-0.09133255297
15	33	29	-34.300002	-20.700001	14.130001	-3.246485825	241.0889006	20.98409534	-0.7169846173	8.741787285	0.7608749198	-1.264703613
15	33	30	-34.300002	-20.700001	17.100001	6.672603306	248.4300634	21.62306156	-1.8856416	10.39687953	0.9049322088	-2.520845805
15	33	31	-34.300002	-20.700001	20.070001	18.30224541	218.887965	19.05175193	-1.983453673	9.653652066	0.8402425615	-2.721279505
15	34	25	-34.300002	-18.000001	2.250001	19.72711089	265.3682883	23.0973448	0.6424626236	8.294710747	0.7219619019	-0.1080391356
15	34	26	-34.300002	-18.000001	5.220001	20.51982298	274.7868158	23.9171224	0.6068342773	8.226910194	0.7160606212	-0.1506613592
15	34	27	-34.300002	-18.000001	8.190001	-13.72079882	253.8716458	22.09669051	0.7273259062	8.051217791	0.7007685603	0.2719809419
15	34	28	-34.300002	-18.000001	11.160001	-12.47713763	204.6653966	17.81383624	0.2419555307	7.567980758	0.6587081753	-0.2243451867
15	34	29	-34.300002	-18.000001	14.130001	5.56382489	202.3538234	17.61263962	-0.7450233762	8.296003169	0.7220743927	-1.370487609
15	34	30	-34.300002	-18.000001	17.100001	12.6877308	220.5626223	19.19751214	-1.971251922	9.471943745	0.8244268822	-2.659533109
15	34	31	-34.300002	-18.000001	20.070001	23.61734142	202.3535581	17.61261653	-2.04851881	8.885144523	0.7733525657	-2.833245017
15	35	26	-34.300002	-15.300001	5.220001	28.39714867	224.9658182	19.58076115	0.02130549497	6.953977266	0.605266031	-0.805680573
15	35	28	-34.300002	-15.300001	11.160001	-1.323227185	188.8339253	16.43588354	-0.1643373871	7.57497291	0.659316764	-0.7290496409
15	35	29	-34.300002	-15.300001	14.130001	19.46467742	179.4923751	15.62280596	-0.3066432207	7.751184615	0.6746540243	-1.054792189
15	35	30	-34.300002	-15.300001	17.100001	26.53525047	206.4719611	17.97107751	-0.9436600938	8.707083571	0.7578543491	-1.754178323
15	36	28	-34.300002	-12.600001	11.160001	13.00757903	210.513978	18.32288992	-0.2931104018	8.57134222	0.746039581	-0.9842794211
15	36	29	-34.300002	-12.600001	14.130001	29.3708725	198.6399481	17.28938827	0.4419670154	9.17896543	0.7989263931	-0.393628029
15	36	30	-34.300002	-12.600001	17.100001	29.24749964	183.0745748	15.93459643	0.8196626468	7.801328638	0.6790185013	-0.01485840352
15	37	27	-34.300002	-9.900001	8.190001	27.58662877	181.0131471	15.75517217	-0.1893481034	9.034570788	0.7863584527	-1.00917356
15	37	28	-34.300002	-9.900001	11.160001	24.72125282	218.9049519	19.05323045	-0.330734746	9.193879448	0.8002244918	-1.125269272
15	37	29	-34.300002	-9.900001	14.130001	24.61912232	233.012363	20.28112298	0.468565164	9.791739356	0.8522615174	-0.3250992358
15	37	30	-34.300002	-9.900001	17.100001	13.73636556	185.6488106	16.15865489	1.10257833	7.566877382	0.6586121388	0.4049238126
15	38	28	-34.300002	-7.200001	11.160001	25.84890136	183.7980983	15.99757106	-0.1521936551	8.891245267	0.7738835673	-0.9566860338
15	38	29	-34.300002	-7.200001	14.130001	19.90837469	221.4779065	19.27717741	0.3223014976	9.332316169	0.8122738617	-0.4297873528
15	38	30	-34.300002	-7.200001	17.100001	11.92574026	193.3983773	16.8331681	0.7642872283	8.656708098	0.753469727	0.0826236922
15	39	28	-34.300002	-4.500001	11.160001	30.95880161	168.6527155	14.67933469	0.6091113392	7.56341705	0.6583109556	-0.2405028471
15	39	29	-34.300002	-4.500001	14.130001	19.86606681	192.5968928	16.76340782	0.7271853341	8.742962087	0.7609771731	-0.02454593639
15	39	30	-34.300002	-4.500001	17.100001	18.30806437	191.7813041	16.69241993	0.9549467094	8.779949069	0.7641964767	0.2169551176
15	40	27	-34.300002	-1.800001	8.190001	58.63928781	197.8995064	17.22494109	1.611736849	7.455122774	0.6488851487	0.5178179849
15	40	28	-34.300002	-1.800001	11.160001	43.57591927	197.3237931	17.17483168	1.326869756	7.247271339	0.6307940034	0.3658882382
15	40	29	-34.300002	-1.800001	14.130001	22.42324949	211.022148	18.36712044	0.9760411411	7.691293296	0.6694411541	0.2017343974
15	41	26	-34.300002	0.899999	5.220001	10.58988781	215.6046164	18.76597311	1.972133294	8.485121634	0.7385350423	1.30221092
15	41	27	-34.300002	0.899999	8.190001	26.2553821	264.3171088	23.00585136	2.293257774	8.606547363	0.7491037954	1.485083201
15	41	28	-34.300002	0.899999	11.160001	31.9796292	243.4248196	21.187411	1.951844372	9.392238782	0.8174894557	1.093169641
15	42	20	-34.300002	3.599999	-12.599999	36.39808533	200.2343782	17.4281656	1.663690443	8.59700072	0.7482728668	0.7660363956
15	42	25	-34.300002	3.599999	2.250001	-22.75398521	221.0799413	19.24253898	1.277410471	9.197886686	0.800573277	0.9017571766
15	42	26	-34.300002	3.599999	5.220001	-25.7991565	237.5321762	20.67452222	2.138981726	9.020231697	0.785110395	1.79016691
15	42	27	-34.300002	3.599999	8.190001	-17.04949836	280.8515707	24.44499155	2.49689166	9.437291217	0.8214107668	2.070851807
15	42	28	-34.300002	3.599999	11.160001	11.02123031	253.0639084	22.02638599	2.115751779	9.913009051	0.8628166896	1.442017443
15	43	19	-34.300002	6.299999	-15.569999	-40.41144453	337.0075689	29.33274382	2.427524052	11.79255802	1.026410429	2.207643709
15	43	20	-34.300002	6.299999	-12.599999	11.4317609	215.2354504	18.73384134	1.889923602	8.684862647	0.7559202659	1.212575344
15	43	21	-34.300002	6.299999	-9.629999	11.83599278	189.3611013	16.48176832	0.3468585488	7.264690114	0.6323101131	-0.3339967601
15	43	24	-34.300002	6.299999	-0.719999	-19.53759931	220.3283472	19.17712111	0.355447485	8.980810417	0.781679213	-0.04855281419
15	43	25	-34.300002	6.299999	2.250001	-36.01839618	249.0262947	21.67495683	0.8942285291	9.098152028	0.7918924893	0.6356415607
15	43	26	-34.300002	6.299999	5.220001	-50.26569008	245.428454	21.36180499	1.657280057	9.148173876	0.7962463323	1.524388206
15	43	27	-34.300002	6.299999	8.190001	-36.6694982	266.4035387	23.18745178	2.496166705	10.19054939	0.8869734756	2.243262994
15	43	28	-34.300002	6.299999	11.160001	0.181552244	255.1964762	22.21200219	2.262061186	10.5707282	0.9200637936	1.683975575
15	44	19	-34.300002	8.999999	-15.569999	-54.66915684	311.366884	27.10100865	1.355773318	11.95069553	1.040174532	1.26175147
15	44	20	-34.300002	8.999999	-12.599999	-3.16613696	199.6769141	17.37964458	1.592768944	9.069420193	0.789391704	1.044250978
15	44	21	-34.300002	8.999999	-9.629999	5.619297472	202.1774542	17.59728866	0.4416885737	7.058595246	0.6143718574	-0.1843113819
15	44	22	-34.300002	8.999999	-6.659999	-20.31210351	161.8362211	14.08603501	-0.03819528004	7.303591807	0.635696071	-0.4353456625
15	44	23	-34.300002	8.999999	-3.689999	-24.37109745	180.6370077	15.72243344	-0.03511878509	7.740971146	0.673765056	-0.3964508143
15	44	24	-34.300002	8.999999	-0.719999	-26.18270958	257.4624407	22.40922909	0.02295761454	9.717341456	0.8457860114	-0.3223901578
15	44	25	-34.300002	8.999999	2.250001	-43.18190496	268.1932804	23.3432288	0.5636719825	9.659387764	0.84074179	0.3683120583
15	44	26	-34.300002	8.999999	5.220001	-59.4383305	257.7088957	22.43068024	1.665430562	9.065162026	0.7890210782	1.61348209
15	44	27	-34.300002	8.999999	8.190001	-37.18406018	272.2873951	23.69957574	2.334848262	10.86186213	0.9454037493	2.086491569
15	44	28	-34.300002	8.999999	11.160001	-7.515588825	270.0093774	23.50129975	2.241920333	10.12885855	0.8816039769	1.731758702
15	45	19	-34.300002	11.699999	-15.569999	-52.07146497	305.8761256	26.62309948	0.5832522264	12.53653381	1.09116521	0.4663372015
15	45	20	-34.300002	11.699999	-12.599999	2.641743801	236.793347	20.6102154	1.059203723	9.382564788	0.8166474426	0.4594550584
15	45	21	-34.300002	11.699999	-9.629999	13.78855047	191.6198975	16.6783713	0.4942264103	7.31087392	0.6363298975	-0.2038649247
15	45	22	-34.300002	11.699999	-6.659999	-12.08521505	173.5960548	15.10959715	0.2818038225	7.477351204	0.6508198852	-0.1879569558
15	45	23	-34.300002	11.699999	-3.689999	-20.18158998	202.733812	17.64571339	0.2668105736	8.702573314	0.7574617817	-0.1315033977
15	45	24	-34.300002	11.699999	-0.719999	-15.22855445	278.3877848	24.23054651	0.2037411733	11.69967678	1.018326155	-0.2382782591
15	45	25	-34.300002	11.699999	2.250001	-24.11031395	269.0163171	23.41486495	1.164804645	12.18655236	1.060703235	0.8011246187
15	45	26	-34.300002	11.699999	5.220001	-43.90715079	241.6785527	21.03541798	2.241038119	10.57917156	0.9207986934	2.052012795
15	45	27	-34.300002	11.699999	8.190001	-26.67481969	256.1247919	22.2928017	2.051971371	11.14579174	0.9701166499	1.710887208
15	46	19	-34.300002	14.399999	-15.569999	-100.5820296	335.5569879	29.20648695	-1.182510996	13.61604124	1.185124271	-0.8712772122
15	46	20	-34.300002	14.399999	-12.599999	-45.46143226	281.2973669	24.48379312	-1.244496409	10.93608391	0.9518639264	-1.419670308
15	46	21	-34.300002	14.399999	-9.629999	-25.77964845	213.4863516	18.58160183	-0.9410029837	8.962388153	0.7800757608	-1.289870024
15	46	22	-34.300002	14.399999	-6.659999	-19.89211847	186.8012036	16.25895782	-0.3318391123	7.667876097	0.6674029486	-0.7326842071
15	46	23	-34.300002	14.399999	-3.689999	-12.01778384	203.30807	17.69569613	0.4473562658	8.556003156	0.7447044868	-0.02300600331
15	46	24	-34.300002	14.399999	-0.719999	7.774744801	243.0372486	21.15367728	1.024817075	10.89288874	0.9481042696	0.3797737327
15	46	25	-34.300002	14.399999	2.250001	24.87655368	263.1325383	22.90274774	1.528811234	12.54014641	1.091479646	0.7328338566
15	46	26	-34.300002	14.399999	5.220001	2.64690933	242.0772399	21.07011924	1.852460569	10.95209413	0.9532574374	1.252635435
15	47	21	-34.300002	17.099999	-9.629999	-97.77497517	301.5335424	26.24512613	-3.691346293	12.09731919	1.052936484	-3.404785594
15	47	22	-34.300002	17.099999	-6.659999	-57.28668027	221.8842029	19.31254097	-1.84160169	8.881299625	0.7730179103	-1.912400786
15	47	23	-34.300002	17.099999	-3.689999	-24.01519647	204.6661724	17.81390377	0.09664396899	8.38662913	0.7299623701	-0.2678338284
15	47	24	-34.300002	17.099999	-0.719999	5.151370619	209.3494354	18.22152949	0.8394265611	9.345747455	0.8134429051	0.2175403257
15	47	25	-34.300002	17.099999	2.250001	36.62928444	269.8682604	23.4890171	0.6366556889	11.77789731	1.025134378	-0.2629985795
15	47	26	-34.300002	17.099999	5.220001	17.21591298	271.0078389	23.58820467	0.787121586	11.50373526	1.001271634	0.05877418673
15	48	22	-34.300002	19.799999	-6.659999	-82.42915749	254.9673773	22.1920617	-2.469106778	10.26690357	0.8936192541	-2.318012387
15	48	23	-34.300002	19.799999	-3.689999	-38.98923119	227.0490009	19.76207894	-0.3784042061	8.88913506	0.7736998974	-0.6107255761
15	48	24	-34.300002	19.799999	-0.719999	-22.11056718	234.67902	20.42618685	0.09748495613	8.865980232	0.7716845283	-0.2838002194
15	48	25	-34.300002	19.799999	2.250001	-13.49404923	281.7145156	24.52010126	0.3047516689	10.68815426	0.9302844202	-0.152577787
15	48	26	-34.300002	19.799999	5.220001	-35.59181899	306.1410543	26.64615856	0.7777418018	11.15662525	0.9710595859	0.5153950511
15	49	23	-34.300002	22.499999	-3.689999	-45.3443378	262.1011668	22.81297837	-0.939949847	10.0831703	0.877627325	-1.1161689
15	49	24	-34.300002	22.499999	-0.719999	-55.54712753	251.0408394	21.85030044	0.02516781431	9.077218338	0.7900704454	-0.06105459835
15	49	25	-34.300002	22.499999	2.250001	-71.27504267	271.4154744	23.62368479	0.8590031949	8.946910271	0.778728584	0.9115388421
15	49	26	-34.300002	22.499999	5.220001	-83.26532398	279.4724333	24.32495304	1.317494481	9.78210021	0.8514225374	1.475820163
15	50	25	-34.300002	25.199999	2.250001	-104.5001195	265.157241	23.07897549	0.7067688636	8.449933056	0.7354722697	1.052504155
16	31	27	-31.600002	-26.100002	8.190001	2.403765966	238.1586369	20.72904862	-0.1758662712	9.021105637	0.7851864617	-0.7734668179
16	31	28	-31.600002	-26.100002	11.160001	-20.46085291	231.1537348	20.11935016	0.1893514401	9.377511189	0.8162075832	-0.2064951675
16	31	29	-31.600002	-26.100002	14.130001	-8.251367597	232.2669457	20.21624273	-0.220791936	9.472935208	0.824513178	-0.7243648196
16	31	30	-31.600002	-26.100002	17.100001	25.60615297	231.0009641	20.10605317	-0.4821704546	9.259077064	0.8058992158	-1.284507859
16	32	27	-31.600002	-23.400002	8.190001	-15.44894052	245.4747186	21.36583181	0.06587139395	8.850117915	0.7703038908	-0.3741978799
16	32	28	-31.600002	-23.400002	11.160001	-17.31292378	227.7175998	19.820273	-0.05220402973	8.224656125	0.7158644296	-0.4758200405
16	32	29	-31.600002	-23.400002	14.130001	2.225191275	219.971658	19.1460753	-1.018330652	7.787634865	0.6778266114	-1.614322569
16	32	30	-31.600002	-23.400002	17.100001	15.43785761	210.7201436	18.34083433	-1.461464028	7.688722729	0.669217415	-2.174033478
16	32	31	-31.600002	-23.400002	20.070001	24.5286905	187.4744666	16.31755785	-1.265091603	7.675686571	0.6680827631	-2.057890487
