subject	tg_level	tg_run	tg_cope	tg_zstat	tg_mask	ug_level	ug_run	ug_cope	ug_zstat	ug_mask
10897	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10897/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10897/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10897/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10897/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10897/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10897/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10908	L1	2	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10908/ses-01/L1_task-trust_model-01_type-act_run-2_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10908/ses-01/L1_task-trust_model-01_type-act_run-2_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10908/ses-01/L1_task-trust_model-01_type-act_run-2_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10908/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10908/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10908/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10918	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10918/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10918/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10918/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10918/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10918/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10918/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10919	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10919/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10919/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10919/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10919/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10919/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10919/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10924	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10924/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10924/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10924/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10924/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10924/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10924/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10929	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10929/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10929/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10929/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10929/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10929/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10929/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10930	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10930/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10930/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10930/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10930/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10930/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10930/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10950	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10950/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10950/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10950/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10950/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10950/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10950/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10952	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10952/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10952/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10952/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10952/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10952/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10952/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10956	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10956/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10956/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10956/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10956/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10956/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10956/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10958	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10958/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10958/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10958/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10958/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10958/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10958/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10961	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10961/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10961/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10961/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10961/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10961/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10961/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10966	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10966/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10966/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10966/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10966/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10966/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10966/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10969	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10969/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10969/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10969/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10969/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10969/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10969/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10977	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10977/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10977/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10977/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10977/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10977/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10977/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10983	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10983/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10983/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10983/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10983/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10983/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10983/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10984	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10984/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10984/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10984/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10984/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10984/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10984/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10998	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10998/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10998/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10998/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10998/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10998/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10998/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
11007	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11007/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11007/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11007/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11007/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11007/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11007/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
11016	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11016/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11016/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11016/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11016/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11016/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11016/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
11021	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11021/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11021/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11021/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11021/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11021/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11021/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
11030	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11030/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11030/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11030/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11030/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11030/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11030/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
11031	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11031/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11031/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11031/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11031/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11031/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11031/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
11036	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11036/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11036/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11036/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11036/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11036/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11036/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
11039	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11039/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11039/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11039/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11039/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11039/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11039/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
11042	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11042/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11042/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11042/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11042/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11042/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-11042/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
