i	j	k	mni_x_mm	mni_y_mm	mni_z_mm	tg_mean_subject_zstat_recip_gt_nonrecip	tg_sd_subject_zstat_recip_gt_nonrecip	tg_sem_subject_zstat_recip_gt_nonrecip	ug_mean_subject_zstat_fairness_pmod	ug_sd_subject_zstat_fairness_pmod	ug_sem_subject_zstat_fairness_pmod	signed_odr_residual
12	41	23	-42.400002	0.899999	-3.689999	-0.003597883077	1.028942117	0.08955791595	-0.007546623068	1.273552684	0.1108485329	-0.08436928081
12	41	24	-42.400002	0.899999	-0.719999	0.1248415572	1.104174164	0.0961060251	-0.03972688692	1.248220117	0.108643616	-0.1690664416
12	41	25	-42.400002	0.899999	2.250001	0.1273832398	1.294648117	0.1126846548	0.1449706465	1.291613045	0.1124204857	-0.003743042351
12	41	26	-42.400002	0.899999	5.220001	0.1538248754	1.361779687	0.1185277079	0.3986302826	1.400545511	0.1219018398	0.2133554169
12	42	21	-42.400002	3.599999	-9.629999	-0.2030078946	1.22289038	0.1064389454	0.1089453267	1.323426456	0.1151894877	0.1070765949
12	42	22	-42.400002	3.599999	-6.659999	-0.1666620588	1.120734932	0.097547455	0.117610064	1.318098479	0.1147257467	0.09912200995
12	42	23	-42.400002	3.599999	-3.689999	-0.05713941538	1.158899915	0.1008692904	0.03322909192	1.313708878	0.1143436811	-0.02440804841
12	42	24	-42.400002	3.599999	-0.719999	-0.09308329139	1.293382172	0.1125744684	0.05840079984	1.307638058	0.113815284	0.01386126907
12	42	25	-42.400002	3.599999	2.250001	-0.1885812919	1.362018196	0.1185484674	0.2387990928	1.305350625	0.1136161885	0.2178277036
12	43	21	-42.400002	6.299999	-9.629999	-0.289101996	1.171740931	0.1019869574	0.08468612498	1.327807129	0.1155707763	0.1225538299
12	43	22	-42.400002	6.299999	-6.659999	-0.1803322359	1.118117304	0.0973196197	0.1311891488	1.370017094	0.1192446821	0.1172860921
12	43	23	-42.400002	6.299999	-3.689999	-0.1244057144	1.33158785	0.1158998458	0.08462890754	1.346036333	0.1171574248	0.05107828845
12	43	24	-42.400002	6.299999	-0.719999	-0.2434762158	1.442658042	0.1255672652	0.1310316384	1.30217867	0.1133401053	0.1445278705
12	44	21	-42.400002	8.999999	-9.629999	-0.2639401085	1.198416551	0.104308772	0.08496428146	1.396178158	0.1215217106	0.1118924904
12	44	22	-42.400002	8.999999	-6.659999	-0.1583976967	1.203086517	0.1047152404	0.05132144298	1.419938421	0.1235897759	0.03580722037
12	44	23	-42.400002	8.999999	-3.689999	-0.2202706847	1.371016947	0.1193317082	0.03621050017	1.426034891	0.1241204055	0.0490236973
12	44	24	-42.400002	8.999999	-0.719999	-0.3195002683	1.421580087	0.1237326646	0.1389152362	1.312658879	0.1142522904	0.1846009737
12	45	21	-42.400002	11.699999	-9.629999	-0.144055689	1.188631349	0.1034570795	0.03805860279	1.422232841	0.1237894796	0.01763674392
12	45	22	-42.400002	11.699999	-6.659999	-0.1626384229	1.252823082	0.1090442527	-0.1025281341	1.500922386	0.1306385253	-0.100983144
12	45	23	-42.400002	11.699999	-3.689999	-0.2723639842	1.380584976	0.1201644982	-0.0489162751	1.505512141	0.1310380123	-0.005090251748
12	46	21	-42.400002	14.399999	-9.629999	-0.2263292517	1.267383876	0.1103116071	-0.125298633	1.419084515	0.123515453	-0.09388012881
12	46	22	-42.400002	14.399999	-6.659999	-0.2930835336	1.23657783	0.107630285	-0.2662561258	1.480452639	0.1288568626	-0.1919434956
12	46	23	-42.400002	14.399999	-3.689999	-0.360045302	1.28775768	0.1120849192	-0.1038421551	1.509516102	0.1313865124	-0.01655755186
12	47	22	-42.400002	17.099999	-6.659999	-0.5903516822	1.295255701	0.1127375381	-0.3901342417	1.432639552	0.1246952675	-0.1746499698
12	47	23	-42.400002	17.099999	-3.689999	-0.6313685473	1.271874325	0.1107024505	-0.188705809	1.371983127	0.1194158034	0.02463923778
13	34	24	-39.700002	-18.000001	-0.719999	0.05566030942	1.344020156	0.1169819392	-0.0005123054884	1.356320961	0.1180525868	-0.1037294125
13	34	25	-39.700002	-18.000001	2.250001	0.06576588891	1.382078914	0.1202945288	-0.02039401936	1.231135293	0.107156573	-0.1260267507
13	34	26	-39.700002	-18.000001	5.220001	0.02595993848	1.259987217	0.1096678107	-0.07449298969	1.312510924	0.1142394125	-0.1575110998
13	34	27	-39.700002	-18.000001	8.190001	0.01587596989	1.195396192	0.1040458835	0.003629219483	1.31933166	0.1148330814	-0.08274429275
13	34	28	-39.700002	-18.000001	11.160001	-0.1138664286	1.248201179	0.1086419677	0.05472092387	1.173182834	0.1021124588	0.0195584801
13	35	23	-39.700002	-15.300001	-3.689999	-0.1729380583	1.278720591	0.1112983415	0.08292637107	1.379754642	0.120092227	0.07059124684
13	35	24	-39.700002	-15.300001	-0.719999	-0.001555230601	1.231720171	0.1072074801	0.1082138782	1.324422266	0.1152761618	0.01905334974
13	35	25	-39.700002	-15.300001	2.250001	0.05835503367	1.398476163	0.1217217261	0.0527096073	1.199072196	0.1043658386	-0.05694129593
13	35	26	-39.700002	-15.300001	5.220001	0.06124931037	1.305116542	0.1135958142	-0.04597063495	1.253129164	0.1090708937	-0.1471143972
13	35	27	-39.700002	-15.300001	8.190001	0.04050719248	1.170872296	0.1019113523	-0.02605734944	1.239322748	0.1078691995	-0.1201758535
13	35	28	-39.700002	-15.300001	11.160001	-0.08529136546	1.073050698	0.09339707514	-0.006887820733	1.130935699	0.09843531772	-0.04834756697
13	36	22	-39.700002	-12.600001	-6.659999	-0.2634300109	1.309028872	0.1139363388	0.1473436303	1.344814132	0.1170510459	0.167879519
13	36	23	-39.700002	-12.600001	-3.689999	-0.1590669971	1.265496796	0.1101473579	0.09202799848	1.280046054	0.1114137083	0.07277698683
13	36	24	-39.700002	-12.600001	-0.719999	0.08780963455	1.204888667	0.1048720974	0.1952901268	1.262780049	0.1099108954	0.05876031994
13	36	25	-39.700002	-12.600001	2.250001	0.1696724543	1.337231414	0.116391055	0.1566202835	1.238431555	0.107791631	-0.01158549001
13	36	26	-39.700002	-12.600001	5.220001	0.1362000145	1.246228063	0.10847023	0.004781013341	1.309302951	0.1139601944	-0.1338874809
13	36	27	-39.700002	-12.600001	8.190001	0.08103435847	1.058281982	0.09211162336	-0.02537705241	1.173476055	0.1021379805	-0.1371383099
13	36	28	-39.700002	-12.600001	11.160001	-0.04104432285	1.085504223	0.09448101536	0.02352754402	1.224092405	0.1065435683	-0.04012980838
13	37	21	-39.700002	-9.900001	-9.629999	-0.3221893203	1.290386471	0.1123137261	0.0903978344	1.174281103	0.1022080509	0.1420494972
13	37	22	-39.700002	-9.900001	-6.659999	-0.2788339971	1.26141194	0.1097918169	0.1171174375	1.253849874	0.1091336235	0.1473238237
13	37	23	-39.700002	-9.900001	-3.689999	-0.1231013126	1.224026454	0.1065378279	0.1020575342	1.247238763	0.1085582002	0.06621704327
13	37	24	-39.700002	-9.900001	-0.719999	0.08473582643	1.171980429	0.102007803	0.1697794877	1.320604353	0.1149438551	0.03710643542
13	37	25	-39.700002	-9.900001	2.250001	0.1388267407	1.161985141	0.1011378248	0.1226030583	1.246676391	0.108509252	-0.02886054819
13	37	26	-39.700002	-9.900001	5.220001	0.1389050261	1.123174195	0.09775976559	0.04659673221	1.291007399	0.1123677709	-0.09738162007
13	37	27	-39.700002	-9.900001	8.190001	0.1156419203	1.079602813	0.0939673635	0.04301148236	1.217186634	0.105942498	-0.09052365394
13	37	28	-39.700002	-9.900001	11.160001	-0.004210915282	1.087762407	0.09467756501	0.1110256854	1.318064084	0.1147227531	0.02273868172
13	38	20	-39.700002	-7.200001	-12.599999	-0.3161867452	1.266824645	0.1102629323	0.04820886637	1.285915316	0.111924562	0.1014310853
13	38	21	-39.700002	-7.200001	-9.629999	-0.3142994218	1.338887347	0.1165351855	0.08558777395	1.199715103	0.1044217965	0.1342936703
13	38	22	-39.700002	-7.200001	-6.659999	-0.2268173871	1.198753382	0.1043380894	0.1321921324	1.257050878	0.1094122352	0.1383491092
13	38	23	-39.700002	-7.200001	-3.689999	-0.1364283916	1.160498939	0.1010084676	0.1875716032	1.232789647	0.107300566	0.1490508859
13	38	24	-39.700002	-7.200001	-0.719999	0.02626278385	1.156086256	0.1006243928	0.1786100097	1.215978846	0.1058373736	0.07042142263
13	38	25	-39.700002	-7.200001	2.250001	0.1399869285	1.048358303	0.09124787797	0.08607528461	1.17719541	0.1024617088	-0.06227781772
13	38	26	-39.700002	-7.200001	5.220001	0.1871946773	1.011122225	0.08800689337	0.09170355103	1.178822112	0.1026032951	-0.07767897503
13	38	27	-39.700002	-7.200001	8.190001	0.2012138327	1.045559917	0.09100430977	0.1108119205	1.193381685	0.1038705432	-0.06654067075
13	38	28	-39.700002	-7.200001	11.160001	0.1335320974	1.253118178	0.1090699375	0.1372342881	1.30298404	0.1134102037	-0.01338063372
13	39	20	-39.700002	-4.500001	-12.599999	-0.3195258527	1.335102205	0.1162057311	0.04812373648	1.271206875	0.1106443565	0.102802451
13	39	21	-39.700002	-4.500001	-9.629999	-0.2505859162	1.272039686	0.1107168434	0.08968497732	1.13798046	0.0990484855	0.1103548495
13	39	22	-39.700002	-4.500001	-6.659999	-0.08789355638	1.240630405	0.1079830164	0.1620701969	1.226806145	0.106779769	0.1050241541
13	39	23	-39.700002	-4.500001	-3.689999	-0.0004184465118	1.211253455	0.1054260811	0.2491572244	1.206912591	0.1050482574	0.1455603687
13	39	24	-39.700002	-4.500001	-0.719999	0.1552495355	1.169804432	0.1018184068	0.19049456	1.219781756	0.1061683745	0.02519244972
13	39	25	-39.700002	-4.500001	2.250001	0.3071803811	1.114731906	0.09702495862	0.08957085725	1.225177148	0.106637983	-0.1316349923
13	39	26	-39.700002	-4.500001	5.220001	0.2918824247	1.051634426	0.0915330279	0.165512525	1.24251931	0.1081474244	-0.05657185377
13	39	27	-39.700002	-4.500001	8.190001	0.3569669555	1.078870621	0.09390363435	0.2313247165	1.236249325	0.1076016924	-0.02549564152
13	39	28	-39.700002	-4.500001	11.160001	0.4301155693	1.260317043	0.1096965183	0.2381863009	1.306379816	0.1137057681	-0.05103528959
13	40	19	-39.700002	-1.800001	-15.569999	-0.3763986456	1.25321525	0.1090783866	0.01793872368	1.233258617	0.1073413846	0.1002676764
13	40	20	-39.700002	-1.800001	-12.599999	-0.276683643	1.194860526	0.1039992598	0.1087985954	1.241967469	0.1080993929	0.1388954075
13	40	21	-39.700002	-1.800001	-9.629999	-0.1577728045	1.179919116	0.102698777	0.1699186957	1.25487424	0.1092227831	0.1424008078
13	40	22	-39.700002	-1.800001	-6.659999	0.03539942288	1.302588941	0.1133758148	0.2225904458	1.186288597	0.1032531691	0.1060886385
13	40	23	-39.700002	-1.800001	-3.689999	0.1702871048	1.249553148	0.1087596415	0.2293426138	1.183696484	0.1030275547	0.0536759612
13	40	24	-39.700002	-1.800001	-0.719999	0.3141046017	1.151655244	0.1002387227	0.1712098664	1.248272826	0.1086482037	-0.06107525426
13	40	25	-39.700002	-1.800001	2.250001	0.4226209216	1.1767099	0.1024194505	0.1342528025	1.18832771	0.1034306511	-0.1414365752
13	40	26	-39.700002	-1.800001	5.220001	0.3910156235	1.192968911	0.1038346159	0.2959631728	1.298310653	0.1130034376	0.01798230221
13	40	27	-39.700002	-1.800001	8.190001	0.4636303031	1.21252654	0.1055368889	0.3625751165	1.263809131	0.1100004656	0.04651354185
13	40	28	-39.700002	-1.800001	11.160001	0.5778516488	1.258003996	0.1094951934	0.2850565063	1.279346204	0.1113527942	-0.07287072939
13	41	19	-39.700002	0.899999	-15.569999	-0.336067611	1.083912032	0.09434243288	0.1370628689	1.203047027	0.1047118032	0.190116633
13	41	20	-39.700002	0.899999	-12.599999	-0.2129101421	1.109785051	0.09659439017	0.239382481	1.284763984	0.1118243514	0.2289040923
13	41	21	-39.700002	0.899999	-9.629999	-0.05448708011	1.210787418	0.1053855178	0.2801275201	1.420650798	0.1236517804	0.1969148074
13	41	22	-39.700002	0.899999	-6.659999	0.04532850093	1.225622971	0.106676787	0.2187799853	1.294226159	0.112647928	0.0983491895
13	41	23	-39.700002	0.899999	-3.689999	0.1000107794	1.099405615	0.09569097621	0.1221181995	1.19656766	0.1041478468	-0.01246408777
13	41	24	-39.700002	0.899999	-0.719999	0.1627884649	1.091932863	0.09504055663	0.06792689196	1.288489241	0.1121485934	-0.08851917693
13	41	25	-39.700002	0.899999	2.250001	0.2008871084	1.178645753	0.1025879449	0.1609392088	1.28576221	0.1119112358	-0.02123071733
13	41	26	-39.700002	0.899999	5.220001	0.216636999	1.321023742	0.1149803582	0.390133592	1.384475428	0.1205031186	0.1784595024
13	42	20	-39.700002	3.599999	-12.599999	-0.08913942919	1.16813227	0.1016728637	0.2796754794	1.256091503	0.1093287323	0.2115352018
13	42	21	-39.700002	3.599999	-9.629999	0.06778163665	1.207636256	0.1051112443	0.2777007701	1.338413926	0.1164939794	0.1417037482
13	42	22	-39.700002	3.599999	-6.659999	0.04517951891	1.115186263	0.09706450535	0.1368888902	1.237008479	0.1076677682	0.02462408026
13	42	23	-39.700002	3.599999	-3.689999	-0.01230825975	1.12424705	0.09785314562	-0.0277733764	1.228911346	0.1069630033	-0.09881759156
13	42	24	-39.700002	3.599999	-0.719999	-0.07938891954	1.280770243	0.1114767409	-0.01290368302	1.358628161	0.1182534028	-0.05632800707
13	42	25	-39.700002	3.599999	2.250001	-0.1656464906	1.382361813	0.120319152	0.1499314451	1.413686189	0.123045589	0.1278054576
13	43	20	-39.700002	6.299999	-12.599999	-0.05514129716	1.172502338	0.1020532293	0.2416164299	1.234077941	0.1074126976	0.1624972828
13	43	21	-39.700002	6.299999	-9.629999	0.02651392368	1.182417928	0.1029162706	0.2127894709	1.225286848	0.1066475312	0.1011106433
13	43	22	-39.700002	6.299999	-6.659999	-0.03792132288	1.02863281	0.0895309942	0.05646614991	1.226226293	0.1067292994	-0.01180412899
13	43	23	-39.700002	6.299999	-3.689999	-0.1011067662	1.18476513	0.1031205684	-0.02448843851	1.182237437	0.1029005609	-0.05734830007
13	43	24	-39.700002	6.299999	-0.719999	-0.2132432468	1.37417988	0.1196070061	0.04128553361	1.311002703	0.1141081388	0.05054906913
13	43	25	-39.700002	6.299999	2.250001	-0.3614749831	1.450817889	0.1262774887	0.1232630559	1.357310882	0.1181387484	0.1887004549
13	44	20	-39.700002	8.999999	-12.599999	-0.1577201471	1.093610716	0.09518659499	0.1674659734	1.162262405	0.1011619575	0.140167894
13	44	21	-39.700002	8.999999	-9.629999	-0.06744004167	1.105234444	0.09619831062	0.1721606164	1.226837788	0.1067825232	0.1052462477
13	44	22	-39.700002	8.999999	-6.659999	-0.092809229	0.9988999354	0.08694307964	0.01486483165	1.222982218	0.1064469389	-0.0254865968
13	44	23	-39.700002	8.999999	-3.689999	-0.1807379029	1.191150715	0.1036763622	-0.0105193859	1.231888517	0.1072221327	-0.01022748058
13	44	24	-39.700002	8.999999	-0.719999	-0.2567515949	1.361568302	0.1185093092	0.09530614785	1.320314419	0.1149186196	0.1180938006
13	44	25	-39.700002	8.999999	2.250001	-0.3222306144	1.364946568	0.1188033495	0.138262338	1.358199973	0.1182161338	0.1851967375
13	45	20	-39.700002	11.699999	-12.599999	-0.12279587	1.059978954	0.09225932583	0.07572686922	1.137095264	0.09897143908	0.04235877423
13	45	21	-39.700002	11.699999	-9.629999	-0.011140351	1.030837589	0.08972289562	0.1213771522	1.212267076	0.1055143055	0.03507118636
13	45	22	-39.700002	11.699999	-6.659999	-0.03915172524	1.110782318	0.09668119113	-0.04160865523	1.289540827	0.1122401222	-0.09964293492
13	45	23	-39.700002	11.699999	-3.689999	-0.1361915165	1.225443219	0.1066611415	-0.01587492575	1.354284873	0.1178753681	-0.03437167545
13	45	24	-39.700002	11.699999	-0.719999	-0.1925915065	1.340590169	0.1166833971	0.119891562	1.440188088	0.1253522833	0.1124226493
13	46	20	-39.700002	14.399999	-12.599999	-0.2227530135	1.227032074	0.1067994336	-0.1580153746	1.283927601	0.1117515536	-0.1249111573
13	46	21	-39.700002	14.399999	-9.629999	-0.194334218	1.116977071	0.09722037518	-0.05163116633	1.295563313	0.1127643123	-0.04137580128
13	46	22	-39.700002	14.399999	-6.659999	-0.102052865	1.161697256	0.1011127677	-0.1303249778	1.343486417	0.1169354832	-0.1523042763
13	46	23	-39.700002	14.399999	-3.689999	-0.09356784836	1.18451171	0.103098511	-0.02003303496	1.416435059	0.1232848474	-0.05660307293
13	46	24	-39.700002	14.399999	-0.719999	-0.1513596514	1.261020318	0.1097577305	0.1502552644	1.490745348	0.1297527279	0.1219014556
13	47	21	-39.700002	17.099999	-9.629999	-0.5357223843	1.316733901	0.1146069755	-0.2824302261	1.414928442	0.1231537133	-0.1012921053
13	47	22	-39.700002	17.099999	-6.659999	-0.404033554	1.229223042	0.1069901329	-0.2268115658	1.313444826	0.1143206982	-0.1082853382
13	47	23	-39.700002	17.099999	-3.689999	-0.310910793	1.208932661	0.1052240819	-0.08598053627	1.267402671	0.110313243	-0.02177116587
13	47	24	-39.700002	17.099999	-0.719999	-0.3343466257	1.235398064	0.1075275996	0.03724230527	1.326340788	0.1154431477	0.09942484318
13	48	23	-39.700002	19.799999	-3.689999	-0.6155294663	1.277175207	0.1111638331	-0.1755395484	1.301926528	0.1133181591	0.02963402935
14	32	24	-37.000002	-23.400002	-0.719999	0.08138325099	1.297665508	0.1129472849	0.02684251996	1.219428901	0.1061376623	-0.09023605457
14	32	25	-37.000002	-23.400002	2.250001	0.07781689346	1.389849939	0.1209709098	0.09316815645	1.272327787	0.1107419194	-0.02892529925
14	33	23	-37.000002	-20.700001	-3.689999	0.09430600052	1.234922257	0.1074861859	0.1223097566	1.140601408	0.09927660972	-0.009817484607
14	33	24	-37.000002	-20.700001	-0.719999	0.1334841446	1.280988947	0.1114957766	0.08796192785	1.221036409	0.1062775779	-0.05775774945
14	33	25	-37.000002	-20.700001	2.250001	0.0933760645	1.437087836	0.1250824409	0.06955966255	1.233476353	0.1073603361	-0.05694579607
14	33	26	-37.000002	-20.700001	5.220001	-0.003837527496	1.395102553	0.1214280911	0.0362098486	1.281423529	0.1115336021	-0.04483765164
14	33	27	-37.000002	-20.700001	8.190001	-0.1557784834	1.323933787	0.1152336452	0.1391502232	1.269806763	0.1105224924	0.11381134
14	33	28	-37.000002	-20.700001	11.160001	-0.1876444068	1.354678211	0.1179096037	0.1556069914	1.179324234	0.1026469991	0.1424593858
14	33	29	-37.000002	-20.700001	14.130001	-0.09538795834	1.361365119	0.1184916244	-0.01535989245	1.364458124	0.118760836	-0.05160290944
14	34	23	-37.000002	-18.000001	-3.689999	0.05125825377	1.278148531	0.1112485501	0.2063642583	1.190654305	0.1036331553	0.0845901726
14	34	24	-37.000002	-18.000001	-0.719999	0.1212508043	1.345502327	0.1171109456	0.1709989877	1.229779228	0.1070385427	0.02236980866
14	34	25	-37.000002	-18.000001	2.250001	0.1411854912	1.519308513	0.1322388323	0.04343340512	1.183389458	0.1030008315	-0.1012209748
14	34	26	-37.000002	-18.000001	5.220001	0.1046642548	1.465839012	0.1275849097	0.04240925069	1.303985136	0.1134973379	-0.08630561358
14	34	27	-37.000002	-18.000001	8.190001	-0.06115059125	1.333160915	0.1160367635	0.2196502825	1.308624525	0.113901145	0.145310273
14	34	28	-37.000002	-18.000001	11.160001	-0.179154912	1.253423193	0.1090964856	0.1386713416	1.161437027	0.1010901176	0.1235175104
14	34	29	-37.000002	-18.000001	14.130001	-0.09166578982	1.231919171	0.1072248008	-0.137915472	1.391669773	0.121129306	-0.1636484253
14	34	30	-37.000002	-18.000001	17.100001	0.003613237715	1.368329465	0.1190977929	-0.2515933797	1.475594584	0.1284340231	-0.3074000709
14	35	22	-37.000002	-15.300001	-6.659999	-0.09302073945	1.202783214	0.1046888413	0.0517136499	1.191429685	0.1037006434	0.007808542996
14	35	23	-37.000002	-15.300001	-3.689999	-0.04944229054	1.258684773	0.1095544474	0.1750741146	1.224024937	0.1065376959	0.1000664166
14	35	24	-37.000002	-15.300001	-0.719999	0.0866209753	1.265698393	0.1101649047	0.2438776894	1.301360367	0.1132688811	0.1030566668
14	35	25	-37.000002	-15.300001	2.250001	0.196074676	1.417269497	0.1233574759	0.1095101731	1.15149024	0.1002243609	-0.0654849353
14	35	26	-37.000002	-15.300001	5.220001	0.2097579662	1.381116737	0.1202107821	0.02359991737	1.175124946	0.102281498	-0.148830249
14	35	27	-37.000002	-15.300001	8.190001	0.02559670991	1.16737244	0.101606729	0.08677562942	1.234691539	0.1074661045	-0.01203904818
14	35	28	-37.000002	-15.300001	11.160001	-0.09315262734	1.118381802	0.0973426413	0.005854612026	1.197793077	0.1042545056	-0.03345652556
14	35	29	-37.000002	-15.300001	14.130001	-0.01291338268	1.070006861	0.09313214314	-0.1399838912	1.319928079	0.114884993	-0.1996648458
14	35	30	-37.000002	-15.300001	17.100001	0.04158114066	1.302211281	0.1133429437	-0.1826588096	1.443430669	0.1256345137	-0.2617506804
14	36	22	-37.000002	-12.600001	-6.659999	-0.1472987225	1.182096588	0.1028883016	0.07957330177	1.110014473	0.09661435877	0.0564508584
14	36	23	-37.000002	-12.600001	-3.689999	-0.1267079147	1.152657187	0.1003259306	0.1102284775	1.160910012	0.1010442468	0.07514372446
