xml_index	nifti_value	roi_name	native_atlas_voxels	reference_grid_voxels	dualtask_covered_voxels	coverage_fraction_reference_roi	mni_centroid_x_mm	mni_centroid_y_mm	mni_centroid_z_mm	tg_mean_cope_recip_gt_nonrecip	tg_sd_cope_recip_gt_nonrecip	tg_sem_cope_recip_gt_nonrecip	ug_mean_cope_fairness_pmod	ug_sd_cope_fairness_pmod	ug_sem_cope_fairness_pmod	signed_odr_residual
0	1	Frontal Pole	120948	5568	4956	0.8900862068965517	2.868581855027689	51.40078672009	10.35397779090064	7.382684716516136	82.63509721302096	7.1924620112569535	-0.5338267386719218	4.21497581285764	0.36686655470611	-1.0564054327342516
1	2	Insular Cortex	21449	976	976	1.0	-0.21250173449516296	1.8848349862411373	0.3024597128883737	-9.600124879651153	113.56395702665782	9.884473720127097	0.5964432115160688	4.321940861882973	0.37617666720786813	0.4393759296625448
2	3	Superior Frontal Gyrus	45246	2058	1153	0.5602526724975705	-0.3638352150515898	28.384734861352396	48.685551899780116	-19.747366086065536	98.55071375995433	8.577738622046894	-0.9565384794205158	4.751565875294001	0.4135707248451317	-0.894695527845084
3	4	Middle Frontal Gyrus	45499	2043	1769	0.8658835046500245	0.15743185033091991	20.164781606419737	39.743522840141914	-5.09871946107524	100.69864260373048	8.764691831188985	0.0642988920175472	5.106516633799286	0.4444652228552802	-0.18959564850381738
4	5	Inferior Frontal Gyrus, pars triangularis	9503	436	436	1.0	-2.531653151599639	28.401604893557522	8.183188845805072	-39.2193374314481	115.06410512607113	10.01504485249323	-1.0701523814977538	4.767137812469136	0.4149260880062002	-0.5888982280419119
5	6	Inferior Frontal Gyrus, pars opercularis	11674	538	538	1.0	-1.8297415400083181	15.102601384584789	16.040075197538922	-35.593523464974155	135.70440984480783	11.811552784317735	-0.02438266669625113	5.440306983793998	0.4735179437091359	0.37853658183126093
6	7	Precentral Gyrus	70031	3243	1691	0.5214307739747148	-1.6573051307978255	-5.303135446371376	36.274152432723135	12.820414111807855	81.0687661757413	7.0561303935468045	0.5516035275532627	3.8813663581781537	0.33782957876847824	-0.08834407588772202
7	8	Temporal Pole	37827	1806	1593	0.8820598006644518	-0.08983224080331806	11.649151635484282	-27.64389787779914	-37.58610720039425	73.37921607930444	6.386840965475985	-0.6741602495754906	3.066310654576852	0.2668880855903599	-0.22817425859085438
8	9	Superior Temporal Gyrus, anterior division	4482	195	195	1.0	0.4538444311190874	-2.464616540762094	-8.868460930310762	-20.526803016325733	113.11029805141663	9.844987774620472	0.1278051034504506	3.729405549364187	0.3246030880707446	0.20618393688289932
9	10	Superior Temporal Gyrus, posterior division	6488	308	308	1.0	-0.11169004440307617	-26.43311846256256	3.031072151351285	-19.858722499191927	103.01995371013008	8.966736029261972	-0.33392044794945286	3.9635965174310166	0.3449867954542793	-0.2698235428527709
