onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.518928	2	cue_nonsocial	n/a	32	n/a	n/a
4.518928	2	cue_nonsocial_high	n/a	32	n/a	n/a
6.524474	1.265832	dec_nonsocial_high	1.265832	32	n/a	2
6.524474	1.265832	dec_nonsocial_high_reject	1.265832	32	reject	2
11.352921	2	cue_nonsocial	n/a	16	n/a	n/a
11.352921	2	cue_nonsocial_low	n/a	16	n/a	n/a
13.358185	1.015739	dec_nonsocial_low	1.015739	16	n/a	4
13.358185	1.015739	dec_nonsocial_low_accept	1.015739	16	accept	4
18.185497	2	cue_nonsocial	n/a	32	n/a	n/a
18.185497	2	cue_nonsocial_high	n/a	32	n/a	n/a
20.190725	1.283851	dec_nonsocial_high	1.283851	32	n/a	8
20.190725	1.283851	dec_nonsocial_high_accept	1.283851	32	accept	8
25.835445	2	cue_nonsocial	n/a	16	n/a	n/a
25.835445	2	cue_nonsocial_low	n/a	16	n/a	n/a
27.840500	1.016735	dec_nonsocial_low	1.016735	16	n/a	8
27.840500	1.016735	dec_nonsocial_low_accept	1.016735	16	accept	8
36.817610	2	cue_social	n/a	32	n/a	n/a
36.817610	2	cue_social_high	n/a	32	n/a	n/a
38.707508	0.950662	dec_social_high	0.950662	32	n/a	3
38.707508	0.950662	dec_social_high_reject	0.950662	32	reject	3
44.353348	2	cue_nonsocial	n/a	32	n/a	n/a
44.353348	2	cue_nonsocial_high	n/a	32	n/a	n/a
46.358097	0.983260	dec_nonsocial_high	0.983260	32	n/a	2
46.358097	0.983260	dec_nonsocial_high_reject	0.983260	32	reject	2
51.186768	2	cue_nonsocial	n/a	16	n/a	n/a
51.186768	2	cue_nonsocial_low	n/a	16	n/a	n/a
53.191376	1.016005	dec_nonsocial_low	1.016005	16	n/a	1
53.191376	1.016005	dec_nonsocial_low_reject	1.016005	16	reject	1
58.037033	2	cue_social	n/a	16	n/a	n/a
58.037033	2	cue_social_low	n/a	16	n/a	n/a
60.024857	0.850393	dec_social_low	0.850393	16	n/a	1
60.024857	0.850393	dec_social_low_reject	0.850393	16	reject	1
65.659960	2	cue_social	n/a	16	n/a	n/a
65.659960	2	cue_social_low	n/a	16	n/a	n/a
67.658440	1.433528	dec_social_low	1.433528	16	n/a	4
67.658440	1.433528	dec_social_low_reject	1.433528	16	reject	4
72.600105	2	cue_social	n/a	32	n/a	n/a
72.600105	2	cue_social_high	n/a	32	n/a	n/a
74.491740	1.165963	dec_social_high	1.165963	32	n/a	16
74.491740	1.165963	dec_social_high_accept	1.165963	32	accept	16
81.835175	2	cue_social	n/a	16	n/a	n/a
81.835175	2	cue_social_low	n/a	16	n/a	n/a
83.757380	1.450860	dec_social_low	1.450860	16	n/a	4
83.757380	1.450860	dec_social_low_accept	1.450860	16	accept	4
88.589010	2	cue_social	n/a	32	n/a	n/a
88.589010	2	cue_social_high	n/a	32	n/a	n/a
90.592094	0.983053	dec_social_high	0.983053	32	n/a	2
90.592094	0.983053	dec_social_high_reject	0.983053	32	reject	2
96.322450	2	cue_social	n/a	32	n/a	n/a
96.322450	2	cue_social_high	n/a	32	n/a	n/a
98.225540	0.950070	dec_social_high	0.950070	32	n/a	2
98.225540	0.950070	dec_social_high_reject	0.950070	32	reject	2
103.070404	2	cue_social	n/a	16	n/a	n/a
103.070404	2	cue_social_low	n/a	16	n/a	n/a
105.058400	0.800298	dec_social_low	0.800298	16	n/a	8
105.058400	0.800298	dec_social_low_accept	0.800298	16	accept	8
110.691350	2	cue_social	n/a	16	n/a	n/a
110.691350	2	cue_social_low	n/a	16	n/a	n/a
112.692370	0.915857	dec_social_low	0.915857	16	n/a	4
112.692370	0.915857	dec_social_low_reject	0.915857	16	reject	4
117.612170	2	cue_social	n/a	32	n/a	n/a
117.612170	2	cue_social_high	n/a	32	n/a	n/a
119.525444	1.133818	dec_social_high	1.133818	32	n/a	16
119.525444	1.133818	dec_social_high_accept	1.133818	32	accept	16
125.274960	2	cue_social	n/a	16	n/a	n/a
125.274960	2	cue_social_low	n/a	16	n/a	n/a
127.176270	1.049318	dec_social_low	1.049318	16	n/a	8
127.176270	1.049318	dec_social_low_accept	1.049318	16	accept	8
132.097690	2	cue_social	n/a	16	n/a	n/a
132.097690	2	cue_social_low	n/a	16	n/a	n/a
134.008770	1.016417	dec_social_low	1.016417	16	n/a	2
134.008770	1.016417	dec_social_low_reject	1.016417	16	reject	2
142.881730	2	cue_nonsocial	n/a	16	n/a	n/a
142.881730	2	cue_nonsocial_low	n/a	16	n/a	n/a
144.875270	1.166645	dec_nonsocial_low	1.166645	16	n/a	2
144.875270	1.166645	dec_nonsocial_low_reject	1.166645	16	reject	2
149.825740	2	cue_social	n/a	32	n/a	n/a
149.825740	2	cue_social_high	n/a	32	n/a	n/a
151.708190	1.167777	dec_social_high	1.167777	32	n/a	3
151.708190	1.167777	dec_social_high_reject	1.167777	32	reject	3
157.439440	2	cue_social	n/a	16	n/a	n/a
157.439440	2	cue_social_low	n/a	16	n/a	n/a
159.342740	0.965987	dec_social_low	0.965987	16	n/a	2
159.342740	0.965987	dec_social_low_reject	0.965987	16	reject	2
164.987760	2	cue_nonsocial	n/a	16	n/a	n/a
164.987760	2	cue_nonsocial_low	n/a	16	n/a	n/a
166.992580	0.983432	dec_nonsocial_low	0.983432	16	n/a	1
166.992580	0.983432	dec_nonsocial_low_reject	0.983432	16	reject	1
174.247330	2	cue_social	n/a	32	n/a	n/a
174.247330	2	cue_social_high	n/a	32	n/a	n/a
176.242420	1.016784	dec_social_high	1.016784	32	n/a	16
176.242420	1.016784	dec_social_high_accept	1.016784	32	accept	16
183.487660	2	cue_nonsocial	n/a	32	n/a	n/a
183.487660	2	cue_nonsocial_high	n/a	32	n/a	n/a
185.493640	0.732399	dec_nonsocial_high	0.732399	32	n/a	16
185.493640	0.732399	dec_nonsocial_high_accept	0.732399	32	accept	16
190.321240	2	cue_nonsocial	n/a	16	n/a	n/a
190.321240	2	cue_nonsocial_low	n/a	16	n/a	n/a
192.326520	0.899602	dec_nonsocial_low	0.899602	16	n/a	2
192.326520	0.899602	dec_nonsocial_low_reject	0.899602	16	reject	2
198.084500	2	cue_social	n/a	32	n/a	n/a
198.084500	2	cue_social_high	n/a	32	n/a	n/a
199.976580	0.866367	dec_social_high	0.866367	32	n/a	2
199.976580	0.866367	dec_social_high_reject	0.866367	32	reject	2
210.461060	2	cue_nonsocial	n/a	16	n/a	n/a
210.461060	2	cue_nonsocial_low	n/a	16	n/a	n/a
212.459810	0.866200	dec_nonsocial_low	0.866200	16	n/a	2
212.459810	0.866200	dec_nonsocial_low_reject	0.866200	16	reject	2
217.287610	2	cue_nonsocial	n/a	16	n/a	n/a
217.287610	2	cue_nonsocial_low	n/a	16	n/a	n/a
219.293030	1.183853	dec_nonsocial_low	1.183853	16	n/a	4
219.293030	1.183853	dec_nonsocial_low_accept	1.183853	16	accept	4
