onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.538375	2	cue_social	n/a	32	n/a	n/a
4.538375	2	cue_social_high	n/a	32	n/a	n/a
6.524832	1.800245	dec_social_high	1.800245	32	n/a	3
6.524832	1.800245	dec_social_high_accept	1.800245	32	accept	3
11.479399	2	cue_social	n/a	16	n/a	n/a
11.479399	2	cue_social_low	n/a	16	n/a	n/a
13.356975	1.168004	dec_social_low	1.168004	16	n/a	8
13.356975	1.168004	dec_social_low_accept	1.168004	16	accept	8
18.986230	2	cue_nonsocial	n/a	32	n/a	n/a
18.986230	2	cue_nonsocial_high	n/a	32	n/a	n/a
20.992857	1.048613	dec_nonsocial_high	1.048613	32	n/a	2
20.992857	1.048613	dec_nonsocial_high_reject	1.048613	32	reject	2
26.759563	2	cue_social	n/a	32	n/a	n/a
26.759563	2	cue_social_high	n/a	32	n/a	n/a
28.641165	1.450869	dec_social_high	1.450869	32	n/a	2
28.641165	1.450869	dec_social_high_reject	1.450869	32	reject	2
33.595510	2	cue_social	n/a	32	n/a	n/a
33.595510	2	cue_social_high	n/a	32	n/a	n/a
35.473980	1.501385	dec_social_high	1.501385	32	n/a	2
35.473980	1.501385	dec_social_high_reject	1.501385	32	reject	2
42.719593	2	cue_nonsocial	n/a	32	n/a	n/a
42.719593	2	cue_nonsocial_high	n/a	32	n/a	n/a
44.725210	2.383363	dec_nonsocial_high	2.383363	32	n/a	3
44.725210	2.383363	dec_nonsocial_high_accept	2.383363	32	accept	3
51.970090	2	cue_nonsocial	n/a	16	n/a	n/a
51.970090	2	cue_nonsocial_low	n/a	16	n/a	n/a
53.975870	1.216016	dec_nonsocial_low	1.216016	16	n/a	8
53.975870	1.216016	dec_nonsocial_low_accept	1.216016	16	accept	8
58.804180	2	cue_social	n/a	32	n/a	n/a
58.804180	2	cue_social_high	n/a	32	n/a	n/a
60.809830	2.215159	dec_social_high	2.215159	32	n/a	3
60.809830	2.215159	dec_social_high_accept	2.215159	32	accept	3
66.449860	2	cue_social	n/a	16	n/a	n/a
66.449860	2	cue_social_low	n/a	16	n/a	n/a
68.458850	1.616229	dec_social_low	1.616229	16	n/a	8
68.458850	1.616229	dec_social_low_accept	1.616229	16	accept	8
73.286980	2	cue_nonsocial	n/a	32	n/a	n/a
73.286980	2	cue_nonsocial_high	n/a	32	n/a	n/a
75.292050	1.083508	dec_nonsocial_high	1.083508	32	n/a	16
75.292050	1.083508	dec_nonsocial_high_accept	1.083508	32	accept	16
80.937454	2	cue_nonsocial	n/a	16	n/a	n/a
80.937454	2	cue_nonsocial_low	n/a	16	n/a	n/a
82.942530	0.965961	dec_nonsocial_low	0.965961	16	n/a	1
82.942530	0.965961	dec_nonsocial_low_accept	0.965961	16	accept	1
88.587260	2	cue_nonsocial	n/a	32	n/a	n/a
88.587260	2	cue_nonsocial_high	n/a	32	n/a	n/a
90.592220	0.700510	dec_nonsocial_high	0.700510	32	n/a	8
90.592220	0.700510	dec_nonsocial_high_accept	0.700510	32	accept	8
95.544630	2	cue_social	n/a	32	n/a	n/a
95.544630	2	cue_social_high	n/a	32	n/a	n/a
97.426240	1.482410	dec_social_high	1.482410	32	n/a	2
97.426240	1.482410	dec_social_high_accept	1.482410	32	accept	2
103.070540	2	cue_nonsocial	n/a	32	n/a	n/a
103.070540	2	cue_nonsocial_high	n/a	32	n/a	n/a
105.075590	0.800427	dec_nonsocial_high	0.800427	32	n/a	3
105.075590	0.800427	dec_nonsocial_high_accept	0.800427	32	accept	3
110.720960	2	cue_nonsocial	n/a	32	n/a	n/a
110.720960	2	cue_nonsocial_high	n/a	32	n/a	n/a
112.725850	1.250174	dec_nonsocial_high	1.250174	32	n/a	8
112.725850	1.250174	dec_nonsocial_high_accept	1.250174	32	accept	8
121.587456	2	cue_nonsocial	n/a	32	n/a	n/a
121.587456	2	cue_nonsocial_high	n/a	32	n/a	n/a
123.592766	1.799907	dec_nonsocial_high	1.799907	32	n/a	3
123.592766	1.799907	dec_nonsocial_high_accept	1.799907	32	accept	3
128.534400	2	cue_social	n/a	32	n/a	n/a
128.534400	2	cue_social_high	n/a	32	n/a	n/a
130.426790	0.966170	dec_social_high	0.966170	32	n/a	8
130.426790	0.966170	dec_social_high_accept	0.966170	32	accept	8
135.376270	2	cue_social	n/a	32	n/a	n/a
135.376270	2	cue_social_high	n/a	32	n/a	n/a
137.258940	1.117003	dec_social_high	1.117003	32	n/a	8
137.258940	1.117003	dec_social_high_accept	1.117003	32	accept	8
142.887740	2	cue_nonsocial	n/a	16	n/a	n/a
142.887740	2	cue_nonsocial_low	n/a	16	n/a	n/a
144.893550	1.266369	dec_nonsocial_low	1.266369	16	n/a	4
144.893550	1.266369	dec_nonsocial_low_accept	1.266369	16	accept	4
149.752620	2	cue_social	n/a	32	n/a	n/a
149.752620	2	cue_social_high	n/a	32	n/a	n/a
151.725710	1.283523	dec_social_high	1.283523	32	n/a	3
151.725710	1.283523	dec_social_high_accept	1.283523	32	accept	3
156.630130	2	cue_social	n/a	32	n/a	n/a
156.630130	2	cue_social_high	n/a	32	n/a	n/a
158.559370	1.317378	dec_social_high	1.317378	32	n/a	8
158.559370	1.317378	dec_social_high_accept	1.317378	32	accept	8
163.387830	2	cue_social	n/a	16	n/a	n/a
163.387830	2	cue_social_low	n/a	16	n/a	n/a
165.392680	1.534014	dec_social_low	1.534014	16	n/a	8
165.392680	1.534014	dec_social_low_accept	1.534014	16	accept	8
170.295780	2	cue_social	n/a	16	n/a	n/a
170.295780	2	cue_social_low	n/a	16	n/a	n/a
172.225700	1.750873	dec_social_low	1.750873	16	n/a	1
172.225700	1.750873	dec_social_low_accept	1.750873	16	accept	1
177.154240	2	cue_social	n/a	32	n/a	n/a
177.154240	2	cue_social_high	n/a	32	n/a	n/a
179.059830	1.133881	dec_social_high	1.133881	32	n/a	8
179.059830	1.133881	dec_social_high_accept	1.133881	32	accept	8
184.002560	2	cue_social	n/a	16	n/a	n/a
184.002560	2	cue_social_low	n/a	16	n/a	n/a
185.894520	1.048912	dec_social_low	1.048912	16	n/a	8
185.894520	1.048912	dec_social_low_accept	1.048912	16	accept	8
193.258930	2	cue_social	n/a	32	n/a	n/a
193.258930	2	cue_social_high	n/a	32	n/a	n/a
195.160570	1.415779	dec_social_high	1.415779	32	n/a	3
195.160570	1.415779	dec_social_high_accept	1.415779	32	accept	3
199.988430	2	cue_nonsocial	n/a	16	n/a	n/a
199.988430	2	cue_nonsocial_low	n/a	16	n/a	n/a
201.993560	1.300071	dec_nonsocial_low	1.300071	16	n/a	1
201.993560	1.300071	dec_nonsocial_low_reject	1.300071	16	reject	1
209.238110	2	cue_nonsocial	n/a	32	n/a	n/a
209.238110	2	cue_nonsocial_high	n/a	32	n/a	n/a
211.243800	1.016453	dec_nonsocial_high	1.016453	32	n/a	3
211.243800	1.016453	dec_nonsocial_high_accept	1.016453	32	accept	3
216.071470	2	cue_nonsocial	n/a	32	n/a	n/a
216.071470	2	cue_nonsocial_high	n/a	32	n/a	n/a
218.076550	1.633735	dec_nonsocial_high	1.633735	32	n/a	2
218.076550	1.633735	dec_nonsocial_high_accept	1.633735	32	accept	2
222.904570	2	cue_nonsocial	n/a	16	n/a	n/a
222.904570	2	cue_nonsocial_low	n/a	16	n/a	n/a
224.910630	1.132510	dec_nonsocial_low	1.132510	16	n/a	8
224.910630	1.132510	dec_nonsocial_low_accept	1.132510	16	accept	8
230.644930	2	cue_social	n/a	16	n/a	n/a
230.644930	2	cue_social_low	n/a	16	n/a	n/a
232.561630	1.065324	dec_social_low	1.065324	16	n/a	8
232.561630	1.065324	dec_social_low_accept	1.065324	16	accept	8
241.542850	2	cue_social	n/a	32	n/a	n/a
241.542850	2	cue_social_high	n/a	32	n/a	n/a
243.443650	0.966580	dec_social_high	0.966580	32	n/a	2
243.443650	0.966580	dec_social_high_accept	0.966580	32	accept	2
250.690570	2	cue_nonsocial	n/a	16	n/a	n/a
250.690570	2	cue_nonsocial_low	n/a	16	n/a	n/a
252.694370	1.149769	dec_nonsocial_low	1.149769	16	n/a	1
252.694370	1.149769	dec_nonsocial_low_reject	1.149769	16	reject	1
257.521900	2	cue_nonsocial	n/a	32	n/a	n/a
257.521900	2	cue_nonsocial_high	n/a	32	n/a	n/a
259.528000	1.299736	dec_nonsocial_high	1.299736	32	n/a	16
259.528000	1.299736	dec_nonsocial_high_accept	1.299736	32	accept	16
265.172120	2	cue_nonsocial	n/a	16	n/a	n/a
265.172120	2	cue_nonsocial_low	n/a	16	n/a	n/a
267.177640	1.099970	dec_nonsocial_low	1.099970	16	n/a	8
267.177640	1.099970	dec_nonsocial_low_accept	1.099970	16	accept	8
272.109900	2	cue_social	n/a	16	n/a	n/a
272.109900	2	cue_social_low	n/a	16	n/a	n/a
274.011540	1.149509	dec_social_low	1.149509	16	n/a	2
274.011540	1.149509	dec_social_low_accept	1.149509	16	accept	2
282.872560	2	cue_nonsocial	n/a	32	n/a	n/a
282.872560	2	cue_nonsocial_high	n/a	32	n/a	n/a
284.878420	1.182517	dec_nonsocial_high	1.182517	32	n/a	3
284.878420	1.182517	dec_nonsocial_high_accept	1.182517	32	accept	3
290.626530	2	cue_social	n/a	32	n/a	n/a
290.626530	2	cue_social_high	n/a	32	n/a	n/a
292.528440	1.115548	dec_social_high	1.115548	32	n/a	8
292.528440	1.115548	dec_social_high_accept	1.115548	32	accept	8
303.005400	2	cue_nonsocial	n/a	16	n/a	n/a
303.005400	2	cue_nonsocial_low	n/a	16	n/a	n/a
305.011350	1.650431	dec_nonsocial_low	1.650431	16	n/a	4
305.011350	1.650431	dec_nonsocial_low_accept	1.650431	16	accept	4
309.839080	2	cue_nonsocial	n/a	16	n/a	n/a
309.839080	2	cue_nonsocial_low	n/a	16	n/a	n/a
311.844670	1.083754	dec_nonsocial_low	1.083754	16	n/a	8
311.844670	1.083754	dec_nonsocial_low_accept	1.083754	16	accept	8
316.779880	2	cue_social	n/a	16	n/a	n/a
316.779880	2	cue_social_low	n/a	16	n/a	n/a
318.678560	2.066047	dec_social_low	2.066047	16	n/a	8
318.678560	2.066047	dec_social_low_accept	2.066047	16	accept	8
325.939200	2	cue_nonsocial	n/a	16	n/a	n/a
325.939200	2	cue_nonsocial_low	n/a	16	n/a	n/a
327.944900	1.216247	dec_nonsocial_low	1.216247	16	n/a	1
327.944900	1.216247	dec_nonsocial_low_reject	1.216247	16	reject	1
332.772430	2	cue_nonsocial	n/a	32	n/a	n/a
332.772430	2	cue_nonsocial_high	n/a	32	n/a	n/a
334.778400	1.600131	dec_nonsocial_high	1.600131	32	n/a	8
334.778400	1.600131	dec_nonsocial_high_accept	1.600131	32	accept	8
340.518620	2	cue_social	n/a	32	n/a	n/a
340.518620	2	cue_social_high	n/a	32	n/a	n/a
342.427550	1.217130	dec_social_high	1.217130	32	n/a	2
342.427550	1.217130	dec_social_high_reject	1.217130	32	reject	2
348.179470	2	cue_social	n/a	32	n/a	n/a
348.179470	2	cue_social_high	n/a	32	n/a	n/a
350.078400	1.799865	dec_social_high	1.799865	32	n/a	3
350.078400	1.799865	dec_social_high_reject	1.799865	32	reject	3
357.456850	2	cue_social	n/a	16	n/a	n/a
