onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.013550	1.760212	choice_computer	1.760212	0	low	0	8
16.810090	1.596877	choice_friend	1.596877	8	high	2	8
23.562746	1.000000	outcome_friend_recip	1.596877	8	high	2	8
32.833090	1.391085	choice_friend	1.391085	8	high	4	8
38.085670	1.000000	outcome_friend_defect	1.391085	8	high	4	8
42.511730	1.446163	choice_computer	1.446163	0	low	0	2
52.196304	1.678438	choice_stranger	1.678438	8	high	4	8
57.448677	1.000000	outcome_stranger_recip	1.678438	8	high	4	8
65.219795	1.987710	choice_stranger	1.987710	8	high	0	8
73.471375	1.000000	outcome_stranger_recip	1.987710	8	high	0	8
77.899720	1.541438	choice_computer	1.541438	0	low	0	2
87.464060	1.577330	choice_friend	1.577330	4	high	2	4
92.717470	1.000000	outcome_friend_recip	1.577330	4	high	2	4
100.373600	2.034445	choice_computer	2.034445	4	low	4	8
107.126450	1.000000	outcome_computer_recip	2.034445	4	low	4	8
110.054596	2.104355	choice_stranger	2.104355	4	high	0	4
115.306650	1.000000	outcome_stranger_defect	2.104355	4	high	0	4
119.850590	2.024843	choice_stranger	2.024843	8	high	2	8
125.103676	1.000000	outcome_stranger_recip	2.024843	8	high	2	8
127.919304	1.689549	choice_friend	1.689549	4	high	0	4
134.671300	1.000000	outcome_friend_defect	1.689549	4	high	0	4
137.598100	1.810705	choice_stranger	1.810705	8	high	4	8
142.850370	1.000000	outcome_stranger_defect	1.810705	8	high	4	8
145.666170	1.326151	choice_computer	1.326151	0	low	0	4
153.730940	1.578067	choice_friend	1.578067	8	high	0	8
160.483700	1.000000	outcome_friend_recip	1.578067	8	high	0	8
169.755200	2.237061	choice_computer	2.237061	4	low	4	8
175.008390	1.000000	outcome_computer_defect	2.237061	4	low	4	8
177.938570	1.570605	choice_stranger	1.570605	4	high	2	4
186.190750	1.000000	outcome_stranger_defect	1.570605	4	high	2	4
190.621080	2.054653	choice_friend	2.054653	2	high	0	2
195.873800	1.000000	outcome_friend_recip	2.054653	2	high	0	2
198.682900	1.576439	choice_computer	1.576439	2	low	2	8
205.435820	1.000000	outcome_computer_defect	1.576439	2	low	2	8
208.245150	1.513717	choice_friend	1.513717	8	high	2	8
214.996890	1.000000	outcome_friend_defect	1.513717	8	high	2	8
217.925060	1.634403	choice_stranger	1.634403	2	high	0	2
226.177250	1.000000	outcome_stranger_recip	1.634403	2	high	0	2
229.106350	2.185799	choice_stranger	2.185799	8	high	2	8
234.357380	1.000000	outcome_stranger_recip	2.185799	8	high	2	8
237.184540	1.492071	choice_friend	1.492071	2	high	0	2
245.437200	1.000000	outcome_friend_defect	1.492071	2	high	0	2
251.477080	1.799533	choice_friend	1.799533	8	high	0	8
256.727750	1.000000	outcome_friend_defect	1.799533	8	high	0	8
261.156740	1.553502	choice_computer	1.553502	2	low	2	4
266.408900	1.000000	outcome_computer_defect	1.553502	2	low	2	4
269.337250	1.539243	choice_stranger	1.539243	2	high	0	2
276.088870	1.000000	outcome_stranger_defect	1.539243	2	high	0	2
280.638670	1.687739	choice_stranger	1.687739	8	high	0	8
287.389280	1.000000	outcome_stranger_defect	1.687739	8	high	0	8
291.817320	1.942866	choice_computer	1.942866	2	low	2	4
298.569850	1.000000	outcome_computer_recip	1.942866	2	low	2	4
301.380370	1.513048	choice_friend	1.513048	4	high	0	4
306.632020	1.000000	outcome_friend_recip	1.513048	4	high	0	4
311.058070	1.502467	choice_friend	1.502467	8	high	4	8
316.308530	1.000000	outcome_friend_recip	1.502467	8	high	4	8
319.119540	1.807176	choice_computer	1.807176	2	low	2	8
325.872130	1.000000	outcome_computer_defect	1.807176	2	low	2	8
331.911400	1.582833	choice_friend	1.582833	8	high	2	8
337.163940	1.000000	outcome_friend_defect	1.582833	8	high	2	8
340.092100	2.234860	choice_stranger	2.234860	2	low	2	4
345.346900	1.000000	outcome_stranger_recip	2.234860	2	low	2	4
348.273620	1.586707	choice_stranger	1.586707	8	high	2	8
353.526460	1.000000	outcome_stranger_defect	1.586707	8	high	2	8
358.068880	1.475360	choice_stranger	1.475360	8	high	2	8
363.319180	1.000000	outcome_stranger_defect	1.475360	8	high	2	8
367.744960	1.432952	choice_computer	1.432952	2	low	2	8
374.497740	1.000000	outcome_computer_recip	1.432952	2	low	2	8
377.307980	1.519966	choice_computer	1.519966	0	low	0	4
385.373720	1.470699	choice_friend	1.470699	8	high	2	8
390.625460	1.000000	outcome_friend_recip	1.470699	8	high	2	8
401.512760	1.715083	choice_computer	1.715083	2	low	2	8
406.765900	1.000000	outcome_computer_recip	1.715083	2	low	2	8
412.805300	2.039662	choice_computer	2.039662	0	low	0	8
420.870330	1.524515	choice_friend	1.524515	4	high	2	4
427.622040	1.000000	outcome_friend_defect	1.524515	4	high	2	4
432.166050	1.912538	choice_stranger	1.912538	4	high	0	4
437.418850	1.000000	outcome_stranger_recip	1.912538	4	high	0	4
