onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.513214	2	cue_social	n/a	32	n/a	n/a
4.513214	2	cue_social_high	n/a	32	n/a	n/a
6.517822	2.333102	dec_social_high	2.333102	32	n/a	2
6.517822	2.333102	dec_social_high_reject	2.333102	32	reject	2
11.345406	2	cue_nonsocial	n/a	16	n/a	n/a
11.345406	2	cue_nonsocial_low	n/a	16	n/a	n/a
13.351730	2.115318	dec_nonsocial_low	2.115318	16	n/a	1
13.351730	2.115318	dec_nonsocial_low_reject	2.115318	16	reject	1
18.301945	2	cue_social	n/a	16	n/a	n/a
18.301945	2	cue_social_low	n/a	16	n/a	n/a
20.183987	1.766864	dec_social_low	1.766864	16	n/a	8
20.183987	1.766864	dec_social_low_accept	1.766864	16	accept	8
25.812006	2	cue_nonsocial	n/a	32	n/a	n/a
25.812006	2	cue_nonsocial_high	n/a	32	n/a	n/a
27.817884	2.533700	dec_nonsocial_high	2.533700	32	n/a	3
27.817884	2.533700	dec_nonsocial_high_accept	2.533700	32	accept	3
33.462470	2	cue_nonsocial	n/a	32	n/a	n/a
33.462470	2	cue_nonsocial_high	n/a	32	n/a	n/a
35.467724	1.350463	dec_nonsocial_high	1.350463	32	n/a	2
35.467724	1.350463	dec_nonsocial_high_accept	1.350463	32	accept	2
42.718200	2	cue_social	n/a	32	n/a	n/a
42.718200	2	cue_social_high	n/a	32	n/a	n/a
44.716988	1.083977	dec_social_high	1.083977	32	n/a	8
44.716988	1.083977	dec_social_high_accept	1.083977	32	accept	8
49.578655	2	cue_social	n/a	32	n/a	n/a
49.578655	2	cue_social_high	n/a	32	n/a	n/a
51.550440	1.617218	dec_social_high	1.617218	32	n/a	2
51.550440	1.617218	dec_social_high_accept	1.617218	32	accept	2
58.803677	2	cue_social	n/a	32	n/a	n/a
58.803677	2	cue_social_high	n/a	32	n/a	n/a
60.800625	1.816251	dec_social_high	1.816251	32	n/a	8
60.800625	1.816251	dec_social_high_accept	1.816251	32	accept	8
65.629280	2	cue_nonsocial	n/a	32	n/a	n/a
65.629280	2	cue_nonsocial_high	n/a	32	n/a	n/a
67.634735	1.549006	dec_nonsocial_high	1.549006	32	n/a	16
67.634735	1.549006	dec_nonsocial_high_accept	1.549006	32	accept	16
73.385990	2	cue_social	n/a	16	n/a	n/a
73.385990	2	cue_social_low	n/a	16	n/a	n/a
75.283134	1.567292	dec_social_low	1.567292	16	n/a	8
75.283134	1.567292	dec_social_low_accept	1.567292	16	accept	8
80.132260	2	cue_social	n/a	16	n/a	n/a
80.132260	2	cue_social_low	n/a	16	n/a	n/a
82.117630	2.032586	dec_social_low	2.032586	16	n/a	8
82.117630	2.032586	dec_social_low_accept	2.032586	16	accept	8
87.088425	2	cue_social	n/a	16	n/a	n/a
87.088425	2	cue_social_low	n/a	16	n/a	n/a
88.950480	1.799566	dec_social_low	1.799566	16	n/a	2
88.950480	1.799566	dec_social_low_accept	1.799566	16	accept	2
94.595375	2	cue_nonsocial	n/a	32	n/a	n/a
94.595375	2	cue_nonsocial_high	n/a	32	n/a	n/a
96.600655	2.833395	dec_nonsocial_high	2.833395	32	n/a	3
96.600655	2.833395	dec_nonsocial_high_accept	2.833395	32	accept	3
102.239420	2	cue_social	n/a	16	n/a	n/a
102.239420	2	cue_social_low	n/a	16	n/a	n/a
104.250590	1.216735	dec_social_low	1.216735	16	n/a	4
104.250590	1.216735	dec_social_low_accept	1.216735	16	accept	4
109.887310	2	cue_social	n/a	16	n/a	n/a
109.887310	2	cue_social_low	n/a	16	n/a	n/a
111.901695	1.248517	dec_social_low	1.248517	16	n/a	2
111.901695	1.248517	dec_social_low_accept	1.248517	16	accept	2
116.728440	2	cue_nonsocial	n/a	32	n/a	n/a
116.728440	2	cue_nonsocial_high	n/a	32	n/a	n/a
118.733765	1.450049	dec_nonsocial_high	1.450049	32	n/a	16
118.733765	1.450049	dec_nonsocial_high_accept	1.450049	32	accept	16
123.562800	2	cue_nonsocial	n/a	32	n/a	n/a
123.562800	2	cue_nonsocial_high	n/a	32	n/a	n/a
125.566570	1.534033	dec_nonsocial_high	1.534033	32	n/a	16
125.566570	1.534033	dec_nonsocial_high_accept	1.534033	32	accept	16
130.511000	2	cue_social	n/a	16	n/a	n/a
130.511000	2	cue_social_low	n/a	16	n/a	n/a
132.400910	1.515777	dec_social_low	1.515777	16	n/a	2
132.400910	1.515777	dec_social_low_accept	1.515777	16	accept	2
138.163820	2	cue_social	n/a	32	n/a	n/a
138.163820	2	cue_social_high	n/a	32	n/a	n/a
